uuid,plane_element_id,story,room_index,plane_index,length_m,edge_azimuth_xz_deg,y_mid,dy,plane_inclination_deg,label,partner_plane_id,partner_angle_deg
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:0:0,0,0,0,4.12,125.8,-4.3879,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:0:0,0,0,0,4.068,35.8,-4.3879,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:0:0,0,0,0,4.12,125.8,-4.3879,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:0:0,0,0,0,4.068,35.8,-4.3879,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:1:0,0,1,0,3.055,125.8,-4.3525,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:1:0,0,1,0,3.368,35.8,-4.3525,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:1:0,0,1,0,3.055,125.8,-4.3525,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:1:0,0,1,0,3.368,35.8,-4.3525,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:0,0,2,0,1.143,35.72,-4.2776,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:0,0,2,0,1.26,60.62,-4.2776,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:0,0,2,0,0.531,125.72,-4.2776,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:1,0,2,1,1.16,35.72,-4.2776,0.0,3.65,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:2,0,2,2,1.316,125.72,-4.2776,0.0,4.19,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:3,0,2,3,1.26,60.62,-4.2776,0.0,9.86,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:4,0,2,4,1.859,52.27,-4.3589,0.0226,2.44,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:5,11.71
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:4,0,2,4,0.53,125.72,-4.3589,0.0226,2.44,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:4,0,2,4,1.771,35.72,-4.2916,0.0,2.44,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:5,0,2,5,1.86,52.3,-4.3616,0.0,9.36,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:4,11.71
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:0,0,3,0,1.068,125.8,-4.3666,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:0,0,3,0,1.224,155.02,-4.3666,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:0,0,3,0,0.597,35.8,-4.3666,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:1,0,3,1,0.597,35.8,-4.3666,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:1,0,3,1,1.224,96.59,-4.3666,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:6,36.26
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:1,0,3,1,1.068,125.8,-4.3666,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,0,3,2,2.323,35.8,-3.9841,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,0,3,2,1.068,125.8,-3.9841,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:5,32.63
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,0,3,2,2.323,35.8,-3.9841,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:4,19.7
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,0,3,2,1.068,125.8,-3.9841,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:3,0,3,3,1.068,125.8,-4.3666,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:3,0,3,3,2.557,11.11,-4.3666,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:3,0,3,3,2.323,35.8,-4.3666,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:4,0,3,4,2.323,35.8,-3.9841,0.0,19.7,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,19.7
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:5,0,3,5,1.068,125.8,-3.9841,0.0,32.63,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,32.63
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:6,0,3,6,1.224,96.59,-4.3666,0.0,36.26,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:1,36.26
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:0,0,4,0,3.25,35.8,-4.3663,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:0,0,4,0,3.055,125.8,-4.3663,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:0,0,4,0,3.25,35.8,-4.3663,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:0,0,4,0,3.055,125.8,-4.3663,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:1,0,4,1,2.708,125.8,-4.3663,0.0,22.6,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:1,0,4,1,2.708,125.8,-4.5163,0.0,22.6,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,4.002,124.67,-1.5762,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,0.649,34.68,-1.5762,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,3.205,124.67,-1.5762,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,3.388,34.68,-1.5762,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,7.207,124.67,-1.5762,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,4.037,34.67,-1.5762,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,0.332,34.68,-1.5856,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,0.344,124.67,-1.5856,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,3.251,34.67,-1.5856,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,3.034,124.67,-1.5856,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,3.583,34.67,-1.5856,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,2.691,124.67,-1.5856,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:0,1,7,0,0.919,124.67,-1.0902,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:0,1,7,0,1.212,168.82,-1.0902,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:3,16.66
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:0,1,7,0,0.845,38.01,-1.0902,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,14.82
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:1,1,7,1,0.279,34.68,-1.5484,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:1,1,7,1,1.726,115.37,-1.5484,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:6,58.75
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:1,1,7,1,1.703,124.67,-1.5484,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:6,58.75
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,1,7,2,0.845,37.8,-1.0903,0.0123,14.82,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:0,14.82
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,1,7,2,1.29,34.67,-1.084,0.0001,14.82,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:4,42.19
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,1,7,2,0.531,31.41,-1.088,0.0079,14.82,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:4,42.19
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,1,7,2,2.664,34.67,-1.5474,0.0003,14.82,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:3,1,7,3,1.212,168.82,-1.0902,0.0,16.66,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:0,16.66
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:4,1,7,4,0.531,31.74,-1.0902,0.01,27.37,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,42.19
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:4,1,7,4,1.29,34.49,-1.0913,0.0079,27.37,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,42.19
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:4,1,7,4,0.809,34.49,-1.5494,0.005,27.37,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:5,1,7,5,0.919,124.68,-1.5484,0.0,58.67,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:6,1,7,6,1.726,115.37,-1.5484,0.0,58.75,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:1,58.75
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:8:0,1,8,0,1.327,124.67,-1.662,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:8:0,1,8,0,2.955,34.67,-1.662,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:8:0,1,8,0,1.327,124.68,-1.662,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:8:0,1,8,0,2.955,34.68,-1.662,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,3.039,125.23,0.9552,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,1.491,35.24,0.9552,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,0.313,125.22,0.9552,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,0.557,35.23,0.9552,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,0.364,125.23,0.9552,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,1.157,35.23,0.9552,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,3.09,125.99,0.9552,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:1,45.33
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,3.246,35.23,0.9552,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:1,2,9,1,3.09,125.8,0.9534,0.0106,45.33,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,45.33
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:1,2,9,1,3.09,125.42,-0.0183,0.01,45.33,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,2,10,0,3.085,35.23,0.9245,0.0,0.0,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,2,10,0,3.0,124.83,0.9245,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:3,47.1
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,2,10,0,3.212,35.23,0.9245,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,2,10,0,3.004,122.4,0.9245,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:2,44.81
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:1,2,10,1,1.137,125.23,0.6563,0.0,40.33,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:1,2,10,1,4.137,125.23,-0.0591,0.0,40.33,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:2,2,10,2,3.004,122.4,0.9245,0.0,44.81,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,44.81
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:3,2,10,3,3.0,124.94,0.9244,0.0053,47.1,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,47.1
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:3,2,10,3,3.0,125.13,-0.0592,0.0053,47.1,eave,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:0,2,11,0,1.004,124.8,0.8981,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:0,2,11,0,2.605,35.15,0.8981,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:0,2,11,0,0.991,125.02,0.8981,0.0,0.0,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:1,44.19
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:0,2,11,0,2.481,35.52,0.8981,0.0,0.0,isolated,,
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:1,2,11,1,0.991,125.05,0.8981,0.0006,44.19,ridge_or_hip,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:0,44.19
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:1,2,11,1,0.98,125.11,-1.1702,0.0006,44.19,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,2.063,13.08,0.9192,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,5.309,103.08,0.9192,0.0,0.0,isolated,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,0.779,13.07,0.9192,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,1.042,103.08,0.9192,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,3.654,13.08,0.9192,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,6.351,103.08,0.9192,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:3,23.96
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,3.649,100.74,0.9192,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:1,18.94
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,4.754,13.08,0.9192,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,3.646,103.63,0.9192,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:2,22.32
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:1,1,0,1,3.649,100.74,0.9192,0.0,18.94,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,18.94
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:2,1,0,2,3.646,103.59,0.9192,0.0064,22.32,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,22.32
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:2,1,0,2,3.646,103.12,0.6954,0.0061,22.32,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:3,1,0,3,6.351,103.08,0.9192,0.0,23.96,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,23.96
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:3,1,0,3,9.997,103.08,0.6955,0.0,23.96,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:0,1,1,0,2.423,102.28,0.5563,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:1,24.78
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:0,1,1,0,1.858,13.08,0.5563,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:0,1,1,0,2.423,103.08,0.5563,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:0,1,1,0,1.892,13.08,0.5563,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:1,1,1,1,2.423,103.01,-0.3498,0.0064,24.78,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:1,1,1,1,2.423,102.36,0.5563,0.0065,24.78,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:0,24.78
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,0.474,133.2,0.9786,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:5,17.68
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,0.782,13.08,0.9786,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,1.03,103.08,0.9786,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,1.02,13.08,0.9786,0.0,0.0,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,0.971,131.43,0.9786,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:7,23.87
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,0.41,103.06,0.9786,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:8,60.09
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,0.461,13.07,0.9786,0.0,0.0,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:3,10.46
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:1,1,2,1,1.09,13.08,0.5646,0.0,4.66,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:2,1,2,2,0.782,13.08,0.9786,0.0,8.87,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:2,1,2,2,1.02,13.09,0.5646,0.0,8.87,eave,,
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:3,1,2,3,0.461,13.07,0.9786,0.0,10.46,ridge_or_hip,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,10.46
