uuid,story,candidate_count,committed_count,split_target_count,top_retention_targets,top_orientation_targets
52f91e67-3891-4729-8bf3-be2c0a6a0d04,2,2,2,0,"[{""element_id"": ""52f91e67-3891-4729-8bf3-be2c0a6a0d04::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.967919, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""52f91e67-3891-4729-8bf3-be2c0a6a0d04::roof-oblique::oblique:0"", ""retention_support_score"": 0.868965, ""target_kind"": ""committed_oblique""}, {""element_id"": ""52f91e67-3891-4729-8bf3-be2c0a6a0d04::roof-oblique::oblique:1"", ""retention_support_score"": 0.836039, ""target_kind"": ""committed_oblique""}]","[{""element_id"": ""52f91e67-3891-4729-8bf3-be2c0a6a0d04::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.976003, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""52f91e67-3891-4729-8bf3-be2c0a6a0d04::roof-oblique::oblique:0"", ""orientation_support_score"": 0.926526, ""target_kind"": ""committed_oblique""}, {""element_id"": ""52f91e67-3891-4729-8bf3-be2c0a6a0d04::roof-oblique::oblique:1"", ""orientation_support_score"": 0.908154, ""target_kind"": ""committed_oblique""}]"
53c380e7-407e-48f7-8c72-b449e2334798,0,2,2,0,"[{""element_id"": ""53c380e7-407e-48f7-8c72-b449e2334798::roof-oblique::oblique:1"", ""retention_support_score"": 0.977663, ""target_kind"": ""committed_oblique""}, {""element_id"": ""53c380e7-407e-48f7-8c72-b449e2334798::ridge-eave-candidate::plane-group::09d9e9de622c"", ""retention_support_score"": 0.971758, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""53c380e7-407e-48f7-8c72-b449e2334798::ridge-eave-candidate::plane-group::b9f6e3a5e6da"", ""retention_support_score"": 0.970598, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""53c380e7-407e-48f7-8c72-b449e2334798::roof-oblique::oblique:1"", ""orientation_support_score"": 0.973555, ""target_kind"": ""committed_oblique""}, {""element_id"": ""53c380e7-407e-48f7-8c72-b449e2334798::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.957979, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""53c380e7-407e-48f7-8c72-b449e2334798::ridge-eave-candidate::plane-group::09d9e9de622c"", ""orientation_support_score"": 0.956533, ""target_kind"": ""ridge_eave_plane_group""}]"
56108837-05d5-4fe4-bfd5-aec6b649d825,0,1,1,0,"[{""element_id"": ""56108837-05d5-4fe4-bfd5-aec6b649d825::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.99999, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""56108837-05d5-4fe4-bfd5-aec6b649d825::ridge-eave-candidate::plane-group::0fe0de167a96"", ""retention_support_score"": 0.963062, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""56108837-05d5-4fe4-bfd5-aec6b649d825::ridge-eave-candidate::plane-group::918abc5d21a2"", ""retention_support_score"": 0.961921, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""56108837-05d5-4fe4-bfd5-aec6b649d825::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.999995, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""56108837-05d5-4fe4-bfd5-aec6b649d825::ridge-eave-candidate::plane-group::0fe0de167a96"", ""orientation_support_score"": 0.943338, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""56108837-05d5-4fe4-bfd5-aec6b649d825::ridge-eave-candidate::plane-group::918abc5d21a2"", ""orientation_support_score"": 0.940485, ""target_kind"": ""ridge_eave_plane_group""}]"
5831141f-829c-4adb-9bae-289c2140c72d,2,2,2,0,"[{""element_id"": ""5831141f-829c-4adb-9bae-289c2140c72d::ceiling-oblique::ceiling-oblique:1"", ""retention_support_score"": 0.816274, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5831141f-829c-4adb-9bae-289c2140c72d::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.731506, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5831141f-829c-4adb-9bae-289c2140c72d::roof-oblique::oblique:1"", ""retention_support_score"": 0.685807, ""target_kind"": ""committed_oblique""}]","[{""element_id"": ""5831141f-829c-4adb-9bae-289c2140c72d::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.827632, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5831141f-829c-4adb-9bae-289c2140c72d::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.823532, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5831141f-829c-4adb-9bae-289c2140c72d::roof-oblique::oblique:1"", ""orientation_support_score"": 0.762396, ""target_kind"": ""committed_oblique""}]"
59b505e7-b384-451b-90b1-80f2654dd10d,1,0,0,0,"[{""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ridge-eave-candidate::plane-group::cf1a80f76e5e"", ""retention_support_score"": 0.357683, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ridge-eave-candidate::plane-group::67cbe481196a"", ""retention_support_score"": 0.350215, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ridge-eave-candidate::plane-group::814c6ba9134f"", ""retention_support_score"": 0.350161, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ridge-eave-candidate::plane-group::cf1a80f76e5e"", ""orientation_support_score"": 0.665469, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ridge-eave-candidate::plane-group::67cbe481196a"", ""orientation_support_score"": 0.646798, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ridge-eave-candidate::plane-group::814c6ba9134f"", ""orientation_support_score"": 0.646663, ""target_kind"": ""ridge_eave_plane_group""}]"
59b505e7-b384-451b-90b1-80f2654dd10d,2,4,4,0,"[{""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.889534, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ceiling-oblique::ceiling-oblique:3"", ""retention_support_score"": 0.700278, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::roof-oblique::oblique:1"", ""retention_support_score"": 0.469792, ""target_kind"": ""committed_oblique""}]","[{""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.944738, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::ceiling-oblique::ceiling-oblique:3"", ""orientation_support_score"": 0.771098, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""59b505e7-b384-451b-90b1-80f2654dd10d::roof-oblique::oblique:3"", ""orientation_support_score"": 0.657571, ""target_kind"": ""committed_oblique""}]"
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,2,2,0,"[{""element_id"": ""5a97cb51-78cd-40c7-9dd5-423bdea306a6::roof-oblique::oblique:1"", ""retention_support_score"": 0.938707, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5a97cb51-78cd-40c7-9dd5-423bdea306a6::ridge-eave-candidate::plane-group::34aa1ef68d3c"", ""retention_support_score"": 0.927207, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5a97cb51-78cd-40c7-9dd5-423bdea306a6::ridge-eave-candidate::plane-group::a941b7458c94"", ""retention_support_score"": 0.905312, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""5a97cb51-78cd-40c7-9dd5-423bdea306a6::roof-oblique::oblique:1"", ""orientation_support_score"": 0.919998, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5a97cb51-78cd-40c7-9dd5-423bdea306a6::ridge-eave-candidate::plane-group::34aa1ef68d3c"", ""orientation_support_score"": 0.907536, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5a97cb51-78cd-40c7-9dd5-423bdea306a6::roof-oblique::oblique:0"", ""orientation_support_score"": 0.861627, ""target_kind"": ""committed_oblique""}]"
5c557e06-393e-466e-a957-f7391b76b8ff,0,3,3,0,"[{""element_id"": ""5c557e06-393e-466e-a957-f7391b76b8ff::roof-oblique::oblique:0"", ""retention_support_score"": 0.935475, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5c557e06-393e-466e-a957-f7391b76b8ff::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.931309, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5c557e06-393e-466e-a957-f7391b76b8ff::ridge-eave-candidate::plane-group::2ce58d2cab18"", ""retention_support_score"": 0.911944, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""5c557e06-393e-466e-a957-f7391b76b8ff::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.911776, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5c557e06-393e-466e-a957-f7391b76b8ff::roof-oblique::oblique:0"", ""orientation_support_score"": 0.908102, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5c557e06-393e-466e-a957-f7391b76b8ff::ridge-eave-candidate::plane-group::2ce58d2cab18"", ""orientation_support_score"": 0.879429, ""target_kind"": ""ridge_eave_plane_group""}]"
5ecc6e8c-228b-4167-9331-de247c802320,1,0,0,0,"[{""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ridge-eave-candidate::plane-group::01aebca26cde"", ""retention_support_score"": 0.996181, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ridge-eave-candidate::plane-group::8999dfccea67"", ""retention_support_score"": 0.960244, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ridge-eave-candidate::plane-group::01aebca26cde"", ""orientation_support_score"": 0.994232, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ridge-eave-candidate::plane-group::8999dfccea67"", ""orientation_support_score"": 0.904391, ""target_kind"": ""ridge_eave_plane_group""}]"
5ecc6e8c-228b-4167-9331-de247c802320,2,2,2,0,"[{""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ceiling-oblique::ceiling-oblique:1"", ""retention_support_score"": 0.990761, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::roof-oblique::oblique:0"", ""retention_support_score"": 0.837779, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.818416, ""target_kind"": ""candidate_oblique""}]","[{""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.995379, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::roof-oblique::oblique:0"", ""orientation_support_score"": 0.873835, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5ecc6e8c-228b-4167-9331-de247c802320::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.86415, ""target_kind"": ""candidate_oblique""}]"
5fdc8f48-e5d6-4951-915d-52ebf282eedb,0,0,0,0,"[{""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ridge-eave-candidate::plane-group::de8bc6f448c6"", ""retention_support_score"": 0.651399, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ridge-eave-candidate::plane-group::96982f21e52a"", ""retention_support_score"": 0.625755, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ridge-eave-candidate::plane-group::e09377f5f771"", ""retention_support_score"": 0.60784, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ridge-eave-candidate::plane-group::de8bc6f448c6"", ""orientation_support_score"": 0.7179, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ridge-eave-candidate::plane-group::96982f21e52a"", ""orientation_support_score"": 0.65379, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ridge-eave-candidate::plane-group::e09377f5f771"", ""orientation_support_score"": 0.609004, ""target_kind"": ""ridge_eave_plane_group""}]"
5fdc8f48-e5d6-4951-915d-52ebf282eedb,1,2,2,0,"[{""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.936627, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::roof-oblique::oblique:0"", ""retention_support_score"": 0.79621, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::roof-oblique::oblique:1"", ""retention_support_score"": 0.718033, ""target_kind"": ""committed_oblique""}]","[{""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.923605, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::roof-oblique::oblique:0"", ""orientation_support_score"": 0.792448, ""target_kind"": ""committed_oblique""}, {""element_id"": ""5fdc8f48-e5d6-4951-915d-52ebf282eedb::roof-oblique::oblique:1"", ""orientation_support_score"": 0.771465, ""target_kind"": ""committed_oblique""}]"
60f2f02b-8910-461c-879a-75925d256989,0,1,1,0,"[{""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::roof-oblique::oblique:0"", ""retention_support_score"": 0.999716, ""target_kind"": ""committed_oblique""}, {""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.975719, ""target_kind"": ""candidate_oblique""}]","[{""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::roof-oblique::oblique:0"", ""orientation_support_score"": 0.999441, ""target_kind"": ""committed_oblique""}, {""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.987442, ""target_kind"": ""candidate_oblique""}]"
60f2f02b-8910-461c-879a-75925d256989,1,2,2,0,"[{""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::ceiling-oblique::ceiling-oblique:2"", ""retention_support_score"": 0.992993, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::roof-oblique::oblique:2"", ""retention_support_score"": 0.880076, ""target_kind"": ""committed_oblique""}, {""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::roof-oblique::oblique:1"", ""retention_support_score"": 0.822241, ""target_kind"": ""committed_oblique""}]","[{""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::ceiling-oblique::ceiling-oblique:2"", ""orientation_support_score"": 0.996495, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::roof-oblique::oblique:1"", ""orientation_support_score"": 0.858234, ""target_kind"": ""committed_oblique""}, {""element_id"": ""60f2f02b-8910-461c-879a-75925d256989::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.816663, ""target_kind"": ""candidate_oblique""}]"
6203a969-742b-4935-bc4d-8eae644b8f73,0,2,2,0,"[{""element_id"": ""6203a969-742b-4935-bc4d-8eae644b8f73::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.995144, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""6203a969-742b-4935-bc4d-8eae644b8f73::ceiling-oblique::ceiling-oblique:1"", ""retention_support_score"": 0.962658, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""6203a969-742b-4935-bc4d-8eae644b8f73::ridge-eave-candidate::plane-group::39bcd64acca4"", ""retention_support_score"": 0.90749, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""6203a969-742b-4935-bc4d-8eae644b8f73::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.997559, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""6203a969-742b-4935-bc4d-8eae644b8f73::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.908092, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""6203a969-742b-4935-bc4d-8eae644b8f73::ridge-eave-candidate::plane-group::39bcd64acca4"", ""orientation_support_score"": 0.813185, ""target_kind"": ""ridge_eave_plane_group""}]"
66a72e63-8b3c-4e57-977b-32f5119a9d09,1,0,0,0,"[{""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ridge-eave-candidate::plane-group::40de84bf82c7"", ""retention_support_score"": 0.458274, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ridge-eave-candidate::plane-group::857bd69c9b0b"", ""retention_support_score"": 0.457088, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ridge-eave-candidate::plane-group::40de84bf82c7"", ""orientation_support_score"": 0.609334, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ridge-eave-candidate::plane-group::857bd69c9b0b"", ""orientation_support_score"": 0.606368, ""target_kind"": ""ridge_eave_plane_group""}]"
66a72e63-8b3c-4e57-977b-32f5119a9d09,2,2,2,0,"[{""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ceiling-oblique::ceiling-oblique:1"", ""retention_support_score"": 0.801123, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::roof-oblique::oblique:1"", ""retention_support_score"": 0.772974, ""target_kind"": ""committed_oblique""}, {""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.759539, ""target_kind"": ""candidate_oblique""}]","[{""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.853599, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::roof-oblique::oblique:1"", ""orientation_support_score"": 0.842656, ""target_kind"": ""committed_oblique""}, {""element_id"": ""66a72e63-8b3c-4e57-977b-32f5119a9d09::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.781726, ""target_kind"": ""candidate_oblique""}]"
670a8030-c451-4e80-badd-6702cef02a03,1,0,0,0,"[{""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ridge-eave-candidate::plane-group::81bcbb298661"", ""retention_support_score"": 0.858853, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ridge-eave-candidate::plane-group::73a3c5b26f9a"", ""retention_support_score"": 0.843434, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ridge-eave-candidate::plane-group::b1a221fc26e7"", ""retention_support_score"": 0.840128, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ridge-eave-candidate::plane-group::81bcbb298661"", ""orientation_support_score"": 0.854375, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ridge-eave-candidate::plane-group::73a3c5b26f9a"", ""orientation_support_score"": 0.815828, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ridge-eave-candidate::plane-group::b1a221fc26e7"", ""orientation_support_score"": 0.807562, ""target_kind"": ""ridge_eave_plane_group""}]"
670a8030-c451-4e80-badd-6702cef02a03,2,2,2,0,"[{""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.959799, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::roof-oblique::oblique:0"", ""retention_support_score"": 0.862245, ""target_kind"": ""committed_oblique""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::roof-oblique::oblique:1"", ""retention_support_score"": 0.682171, ""target_kind"": ""committed_oblique""}]","[{""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.979852, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::roof-oblique::oblique:0"", ""orientation_support_score"": 0.874845, ""target_kind"": ""committed_oblique""}, {""element_id"": ""670a8030-c451-4e80-badd-6702cef02a03::roof-oblique::oblique:1"", ""orientation_support_score"": 0.784462, ""target_kind"": ""committed_oblique""}]"
6c29deb7-51e6-437d-bfe4-0eb83e559881,2,2,2,0,"[{""element_id"": ""6c29deb7-51e6-437d-bfe4-0eb83e559881::ridge-eave-candidate::plane-group::42b3e447ae7c"", ""retention_support_score"": 0.868669, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""6c29deb7-51e6-437d-bfe4-0eb83e559881::roof-oblique::oblique:1"", ""retention_support_score"": 0.864289, ""target_kind"": ""committed_oblique""}, {""element_id"": ""6c29deb7-51e6-437d-bfe4-0eb83e559881::ridge-eave-candidate::plane-group::57518f31e429"", ""retention_support_score"": 0.86366, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""6c29deb7-51e6-437d-bfe4-0eb83e559881::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.892537, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""6c29deb7-51e6-437d-bfe4-0eb83e559881::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.858905, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""6c29deb7-51e6-437d-bfe4-0eb83e559881::ridge-eave-candidate::plane-group::42b3e447ae7c"", ""orientation_support_score"": 0.81541, ""target_kind"": ""ridge_eave_plane_group""}]"
70f8e0fd-c931-42d6-bf9d-f10e59571b29,1,2,2,0,"[{""element_id"": ""70f8e0fd-c931-42d6-bf9d-f10e59571b29::roof-oblique::oblique:1"", ""retention_support_score"": 0.908842, ""target_kind"": ""committed_oblique""}, {""element_id"": ""70f8e0fd-c931-42d6-bf9d-f10e59571b29::roof-oblique::oblique:0"", ""retention_support_score"": 0.879337, ""target_kind"": ""committed_oblique""}, {""element_id"": ""70f8e0fd-c931-42d6-bf9d-f10e59571b29::ridge-eave-candidate::plane-group::f35238f66bbc"", ""retention_support_score"": 0.877889, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""70f8e0fd-c931-42d6-bf9d-f10e59571b29::roof-oblique::oblique:1"", ""orientation_support_score"": 0.877054, ""target_kind"": ""committed_oblique""}, {""element_id"": ""70f8e0fd-c931-42d6-bf9d-f10e59571b29::ridge-eave-candidate::plane-group::f35238f66bbc"", ""orientation_support_score"": 0.854279, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""70f8e0fd-c931-42d6-bf9d-f10e59571b29::ridge-eave-candidate::plane-group::d96081df257e"", ""orientation_support_score"": 0.85419, ""target_kind"": ""ridge_eave_plane_group""}]"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,4,4,0,"[{""element_id"": ""7153d532-16c1-45e8-b7c9-f5cd1ba5cc85::roof-oblique::oblique:1"", ""retention_support_score"": 0.915028, ""target_kind"": ""committed_oblique""}, {""element_id"": ""7153d532-16c1-45e8-b7c9-f5cd1ba5cc85::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.909705, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""7153d532-16c1-45e8-b7c9-f5cd1ba5cc85::ridge-eave-candidate::plane-group::7d1bdd3b6575"", ""retention_support_score"": 0.900515, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""7153d532-16c1-45e8-b7c9-f5cd1ba5cc85::roof-oblique::oblique:1"", ""orientation_support_score"": 0.916517, ""target_kind"": ""committed_oblique""}, {""element_id"": ""7153d532-16c1-45e8-b7c9-f5cd1ba5cc85::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.899431, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""7153d532-16c1-45e8-b7c9-f5cd1ba5cc85::ridge-eave-candidate::plane-group::7d1bdd3b6575"", ""orientation_support_score"": 0.876264, ""target_kind"": ""ridge_eave_plane_group""}]"
71ee522c-1e78-411f-b3ce-33d59516038f,0,2,2,0,"[{""element_id"": ""71ee522c-1e78-411f-b3ce-33d59516038f::roof-oblique::oblique:1"", ""retention_support_score"": 0.966048, ""target_kind"": ""committed_oblique""}, {""element_id"": ""71ee522c-1e78-411f-b3ce-33d59516038f::ceiling-oblique::ceiling-oblique:1"", ""retention_support_score"": 0.965155, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""71ee522c-1e78-411f-b3ce-33d59516038f::ceiling-oblique::ceiling-oblique:0"", ""retention_support_score"": 0.964408, ""target_kind"": ""candidate_oblique""}]","[{""element_id"": ""71ee522c-1e78-411f-b3ce-33d59516038f::ceiling-oblique::ceiling-oblique:0"", ""orientation_support_score"": 0.916242, ""target_kind"": ""candidate_oblique""}, {""element_id"": ""71ee522c-1e78-411f-b3ce-33d59516038f::roof-oblique::oblique:1"", ""orientation_support_score"": 0.916186, ""target_kind"": ""committed_oblique""}, {""element_id"": ""71ee522c-1e78-411f-b3ce-33d59516038f::ceiling-oblique::ceiling-oblique:1"", ""orientation_support_score"": 0.915747, ""target_kind"": ""candidate_oblique""}]"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,2,2,0,"[{""element_id"": ""720c2f50-9586-47b5-b27c-130214cd8b5d::roof-oblique::oblique:1"", ""retention_support_score"": 0.926514, ""target_kind"": ""committed_oblique""}, {""element_id"": ""720c2f50-9586-47b5-b27c-130214cd8b5d::ridge-eave-candidate::plane-group::206c4f81427d"", ""retention_support_score"": 0.914799, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""720c2f50-9586-47b5-b27c-130214cd8b5d::ridge-eave-candidate::plane-group::6c34fd43d262"", ""retention_support_score"": 0.909043, ""target_kind"": ""ridge_eave_plane_group""}]","[{""element_id"": ""720c2f50-9586-47b5-b27c-130214cd8b5d::roof-oblique::oblique:1"", ""orientation_support_score"": 0.904867, ""target_kind"": ""committed_oblique""}, {""element_id"": ""720c2f50-9586-47b5-b27c-130214cd8b5d::ridge-eave-candidate::plane-group::206c4f81427d"", ""orientation_support_score"": 0.894329, ""target_kind"": ""ridge_eave_plane_group""}, {""element_id"": ""720c2f50-9586-47b5-b27c-130214cd8b5d::ridge-eave-candidate::plane-group::6c34fd43d262"", ""orientation_support_score"": 0.887017, ""target_kind"": ""ridge_eave_plane_group""}]"
