uuid,story,target_kind,target_index,element_id,target_area_xz_m2,target_azimuth_deg,target_inclination_deg,raw_match_count,raw_xz_coverage,raw_room_trust_mean,raw_normal_dot_p50,raw_azimuth_delta_p50_deg,raw_inclination_delta_p50_deg,ridge_edge_support_len_m,eave_edge_support_len_m,supported_eave_chain_count,supported_eave_chain_total_length_m,best_eave_chain_id,best_eave_chain_support_score,conflicting_raw_pair_count,orientation_support_score,retention_support_score,orientation_flag,retention_flag,split_flag,source_edge_ids,source_edge_overlap_m,source_edge_alignment_deg,source_edge_height_residual_m,building_part_ids,source_part_ids,crossed_part_ids,in_main_body,in_extension,crosses_main_extension_boundary
016980bc-6762-4022-bfbf-17df4112e10c,2,candidate_oblique,0,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-oblique::ceiling-oblique:0,15.282764,215.252153,45.622955,4,0.522842,1.0,0.999674,0.284142,1.455691,14.162382,0.980181,4,11.207369,016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:7,0.986598,0,0.904406,0.809072,strong,keep,False,"[""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:3"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:5"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:6"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:7""]",11.207369,0.132278,0.060378,"[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]",False,True,True
016980bc-6762-4022-bfbf-17df4112e10c,2,candidate_oblique,1,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-oblique::ceiling-oblique:1,4.101564,35.233819,42.551585,3,0.95876,1.0,0.998641,2.837231,2.256056,6.008102,5.27359,3,11.312942,016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:5,0.999033,0,0.991072,0.983232,strong,keep,False,"[""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:0"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:5"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:6""]",11.312942,0.107724,0.138025,"[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]",False,True,True
016980bc-6762-4022-bfbf-17df4112e10c,2,committed_oblique,0,016980bc-6762-4022-bfbf-17df4112e10c::roof-oblique::oblique:0,20.601378,35.235004,42.553298,5,0.74758,1.0,0.736649,35.235004,42.553298,6.008102,3.039058,3,11.312942,016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:5,0.994042,0,0.81784,0.846362,strong,keep,False,"[""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:0"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:5"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::2:6""]",11.312942,0.107724,0.138078,"[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]",False,True,True
016980bc-6762-4022-bfbf-17df4112e10c,1,ridge_eave_plane_group,0,016980bc-6762-4022-bfbf-17df4112e10c::ridge-eave-candidate::plane-group::aac4bc192ba0,52.143996,214.674364,43.641743,1,0.206336,1.0,0.723669,34.674364,43.641743,0.0,3.034408,2,5.724963,016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:1,0.899994,0,0.703102,0.578989,medium,maybe,False,"[""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:1"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:3""]",5.724963,0.000273,1.708667,"[""building-part:050632be812a77f69b64""]","[""building-part:050632be812a77f69b64""]","[""building-part:050632be812a77f69b64"", ""building-part:cb963af409986b275a0a""]",True,True,True
016980bc-6762-4022-bfbf-17df4112e10c,1,ridge_eave_plane_group,1,016980bc-6762-4022-bfbf-17df4112e10c::ridge-eave-candidate::plane-group::bca2326594b1,52.143996,215.251686,45.622988,1,0.206336,1.0,0.699377,35.251686,45.622988,0.0,3.034408,2,5.724963,016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:3,0.884608,0,0.690955,0.57413,medium,maybe,False,"[""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:1"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:3""]",5.724963,0.577277,2.23498,"[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:691b17a5952ed4163e9d"", ""building-part:d3e361188eea04f3e5f2""]","[""building-part:050632be812a77f69b64"", ""building-part:cb963af409986b275a0a""]",False,True,True
016980bc-6762-4022-bfbf-17df4112e10c,1,ridge_eave_plane_group,2,016980bc-6762-4022-bfbf-17df4112e10c::ridge-eave-candidate::plane-group::d7b2b8ea7619,52.143996,35.233819,42.552298,1,0.206336,1.0,0.73666,144.766181,42.552298,0.0,3.034408,2,5.724963,016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:3,0.885084,0,0.709597,0.581587,medium,maybe,False,"[""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:1"", ""016980bc-6762-4022-bfbf-17df4112e10c::eave-chain::1:3""]",5.724963,0.55941,5.510131,"[""building-part:691b17a5952ed4163e9d""]","[""building-part:691b17a5952ed4163e9d""]","[""building-part:050632be812a77f69b64"", ""building-part:cb963af409986b275a0a""]",False,True,True
019e1376-9762-42d6-8520-b664b8c752df,1,candidate_oblique,0,019e1376-9762-42d6-8520-b664b8c752df::ceiling-oblique::ceiling-oblique:0,6.521849,13.078131,21.44088,3,0.999961,0.85,0.998951,2.340617,2.521662,20.000064,9.996897,4,34.395282,019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6,0.868351,0,0.954467,0.969774,strong,keep,False,"[""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:13"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:2"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:5"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6""]",34.395282,0.299553,1.960135,"[""building-part:037f20b9496ee2ee1b90""]","[""building-part:037f20b9496ee2ee1b90""]","[""building-part:037f20b9496ee2ee1b90""]",True,False,False
019e1376-9762-42d6-8520-b664b8c752df,1,candidate_oblique,1,019e1376-9762-42d6-8520-b664b8c752df::ceiling-oblique::ceiling-oblique:1,43.15916,193.078132,24.540593,12,0.39683,0.901554,0.909667,13.078132,16.979887,22.091602,2.422795,5,36.818077,019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:9,0.986416,0,0.804666,0.720976,strong,keep,False,"[""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:13"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:2"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:5"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:9""]",36.818077,0.272393,0.322379,"[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:e5039da8ee765d60ca51""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:e5039da8ee765d60ca51""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:e5039da8ee765d60ca51""]",True,True,True
019e1376-9762-42d6-8520-b664b8c752df,1,committed_oblique,0,019e1376-9762-42d6-8520-b664b8c752df::roof-oblique::oblique:0,40.566081,13.080245,21.435317,5,0.972939,0.83,0.983652,2.34273,10.374495,28.128279,14.975951,4,34.395282,019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6,0.936831,0,0.935414,0.951906,strong,keep,False,"[""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:13"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:2"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:5"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6""]",34.395282,0.299553,1.959481,"[""building-part:037f20b9496ee2ee1b90""]","[""building-part:037f20b9496ee2ee1b90""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:6255026406c990fea39c""]",True,True,True
019e1376-9762-42d6-8520-b664b8c752df,1,committed_oblique,1,019e1376-9762-42d6-8520-b664b8c752df::roof-oblique::oblique:1,43.127889,193.078098,24.537093,9,0.884199,0.944444,0.909693,13.078098,24.537093,22.091602,21.842125,5,36.818077,019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:9,0.986382,0,0.915019,0.924507,strong,keep,False,"[""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:13"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:2"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:5"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:9""]",36.818077,0.272393,0.322332,"[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:6255026406c990fea39c"", ""building-part:e5039da8ee765d60ca51""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:6255026406c990fea39c"", ""building-part:e5039da8ee765d60ca51""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:6255026406c990fea39c"", ""building-part:e5039da8ee765d60ca51""]",True,True,True
019e1376-9762-42d6-8520-b664b8c752df,1,ridge_eave_plane_group,0,019e1376-9762-42d6-8520-b664b8c752df::ridge-eave-candidate::plane-group::5678e46008d3,96.173448,13.078131,21.439822,18,0.955412,0.872128,0.929265,90.019555,10.805137,50.219881,30.682351,5,36.818077,019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6,0.97835,0,0.917353,0.942443,strong,keep,False,"[""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:13"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:2"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:5"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:9""]",36.818077,0.272395,2.341528,"[""building-part:037f20b9496ee2ee1b90""]","[""building-part:037f20b9496ee2ee1b90""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:50cb0e6185a58e8a14d7""]",True,True,True
019e1376-9762-42d6-8520-b664b8c752df,1,ridge_eave_plane_group,1,019e1376-9762-42d6-8520-b664b8c752df::ridge-eave-candidate::plane-group::f7fb9fe5e820,96.173448,193.078128,24.177356,18,0.955412,0.872128,0.912282,89.980442,13.542671,50.219881,30.682351,5,36.818077,019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:9,0.98005,0,0.908862,0.939047,strong,keep,False,"[""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:13"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:2"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:5"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:6"", ""019e1376-9762-42d6-8520-b664b8c752df::eave-chain::1:9""]",36.818077,0.272398,0.306036,"[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:e5039da8ee765d60ca51""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:e5039da8ee765d60ca51""]","[""building-part:037f20b9496ee2ee1b90"", ""building-part:302fc8a7e1c24a231664"", ""building-part:50cb0e6185a58e8a14d7"", ""building-part:6255026406c990fea39c"", ""building-part:e5039da8ee765d60ca51""]",True,True,True
05cecad4-119e-4dd2-beaf-d4af36973644,0,ridge_eave_plane_group,0,05cecad4-119e-4dd2-beaf-d4af36973644::ridge-eave-candidate::plane-group::a87263346daa,72.519156,150.952374,24.546765,8,0.967551,1.0,0.909622,150.952374,24.546765,3.302651,21.704966,7,29.844244,05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:12,0.986579,0,0.948321,0.968945,strong,keep,False,"[""05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:1"", ""05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:12"", ""05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:3"", ""05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:5"", ""05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:6"", ""05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:8"", ""05cecad4-119e-4dd2-beaf-d4af36973644::eave-chain::0:9""]",29.844244,0.420588,1.243283,"[""building-part:a97dffff6a7359a25f42""]","[""building-part:a97dffff6a7359a25f42""]","[""building-part:386d47d7e316001ed859"", ""building-part:a97dffff6a7359a25f42""]",False,True,True
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0,candidate_oblique,0,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-oblique::ceiling-oblique:0,29.970162,277.416162,18.059974,3,0.788922,0.470588,0.995223,2.052675,5.601772,7.659137,4.299225,10,62.640675,0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11,0.990848,0,0.796572,0.808731,strong,keep,False,"[""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:1"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:12"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:18"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:19"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:3"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:5"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:7"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9""]",62.640675,0.140561,0.83702,"[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]",True,False,False
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0,candidate_oblique,1,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-oblique::ceiling-oblique:1,21.803507,97.416132,13.066434,2,0.998576,0.470588,0.949641,89.284692,0.863129,3.82954,16.275168,3,29.92604,0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9,0.964576,0,0.815712,0.883476,strong,keep,False,"[""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:12"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9""]",29.92604,0.576236,0.76632,"[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]",True,False,False
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0,committed_oblique,0,0a5032e9-85a0-4970-9143-c430bbdaa0f5::roof-oblique::oblique:0,45.184106,277.415191,18.061179,4,0.982293,0.735294,0.972975,42.319227,11.830873,0.0,14.260326,10,62.640675,0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11,0.990873,0,0.903534,0.934571,strong,keep,False,"[""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:1"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:12"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:18"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:19"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:3"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:5"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:7"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9""]",62.640675,0.140561,0.837075,"[""building-part:305a16040c0b5815df72"", ""building-part:fbf51009938d276a823d""]","[""building-part:305a16040c0b5815df72"", ""building-part:fbf51009938d276a823d""]","[""building-part:305a16040c0b5815df72"", ""building-part:fbf51009938d276a823d""]",True,True,True
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0,committed_oblique,1,0a5032e9-85a0-4970-9143-c430bbdaa0f5::roof-oblique::oblique:1,80.363157,97.41632,13.067864,8,0.928954,0.817647,0.974103,82.58368,13.067864,7.659137,14.311836,9,58.811115,0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9,0.982664,0,0.918136,0.929932,strong,keep,False,"[""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:1"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:12"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:18"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:19"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:3"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:5"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:7"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9""]",58.811115,0.23282,0.766394,"[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]","[""building-part:305a16040c0b5815df72"", ""building-part:fbf51009938d276a823d""]",True,True,True
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0,ridge_eave_plane_group,0,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ridge-eave-candidate::plane-group::2bf83e4a2f4d,124.817634,277.416164,23.661178,10,0.952357,0.801176,0.915935,90.0,23.661178,7.659137,28.572162,10,62.640675,0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11,0.998675,0,0.888792,0.924365,strong,keep,False,"[""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:1"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:12"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:18"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:19"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:3"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:5"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:7"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9""]",62.640675,0.140561,1.129892,"[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]","[""building-part:305a16040c0b5815df72"", ""building-part:fbf51009938d276a823d""]",True,True,True
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0,ridge_eave_plane_group,1,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ridge-eave-candidate::plane-group::e9f227aa9b9b,124.817634,277.416161,12.459165,10,0.952357,0.801176,0.97645,90.0,12.459165,7.659137,28.572162,10,62.640675,0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10,0.984475,0,0.919049,0.936468,strong,keep,False,"[""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:1"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:12"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:18"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:19"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:3"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:5"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:7"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9""]",62.640675,0.140561,0.562318,"[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]","[""building-part:305a16040c0b5815df72"", ""building-part:fbf51009938d276a823d""]",True,True,True
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0,ridge_eave_plane_group,2,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ridge-eave-candidate::plane-group::5ad85505a210,124.817634,97.416133,13.066371,10,0.952357,0.801176,0.974109,90.0,13.066371,7.659137,28.572162,10,62.640675,0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9,0.982919,0,0.917879,0.936,strong,keep,False,"[""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:1"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:10"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:11"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:12"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:18"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:19"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:3"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:5"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:7"", ""0a5032e9-85a0-4970-9143-c430bbdaa0f5::eave-chain::0:9""]",62.640675,0.140561,0.800384,"[""building-part:fbf51009938d276a823d""]","[""building-part:fbf51009938d276a823d""]","[""building-part:305a16040c0b5815df72"", ""building-part:fbf51009938d276a823d""]",True,True,True
0b75d30e-c50c-4fc6-88ff-fce983078aa4,1,candidate_oblique,0,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-oblique::ceiling-oblique:0,19.529322,202.315028,41.07085,3,0.241088,0.229358,0.951511,13.646285,2.097857,0.0,3.894717,2,3.894717,0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:2,0.97467,0,0.59278,0.527345,medium,maybe,False,"[""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:1"", ""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:2""]",3.894717,0.130229,0.095776,"[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]",False,True,False
0b75d30e-c50c-4fc6-88ff-fce983078aa4,1,candidate_oblique,1,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-oblique::ceiling-oblique:1,19.596771,22.315031,43.335016,1,0.400218,0.229358,0.999901,0.500053,0.729507,0.0,6.332033,3,6.332033,0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:2,0.997453,0,0.648802,0.605939,medium,maybe,False,"[""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:0"", ""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:1"", ""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:2""]",6.332033,0.18659,0.004932,"[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]",False,True,True
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0,candidate_oblique,2,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-oblique::ceiling-oblique:2,8.619096,296.740529,6.37935,1,0.99998,1.0,1.0,0.000545,0.001238,0.0,0.0,0,0.0,0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::0:4,0.39856,0,0.999996,0.799992,strong,keep,False,[],0.0,,,"[""building-part:5dcd185d0a9a2ca9a49d""]","[""building-part:5dcd185d0a9a2ca9a49d""]","[""building-part:5dcd185d0a9a2ca9a49d""]",True,False,False
0b75d30e-c50c-4fc6-88ff-fce983078aa4,1,committed_oblique,0,0b75d30e-c50c-4fc6-88ff-fce983078aa4::roof-oblique::oblique:0,24.053066,202.310861,41.077244,3,0.190508,0.229358,0.951483,13.642117,2.091462,0.0,3.894717,2,3.894717,0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:1,0.970515,0,0.582651,0.507107,medium,maybe,False,"[""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:1"", ""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:2""]",3.894717,0.130229,0.095355,"[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]",False,True,False
0b75d30e-c50c-4fc6-88ff-fce983078aa4,1,committed_oblique,1,0b75d30e-c50c-4fc6-88ff-fce983078aa4::roof-oblique::oblique:1,19.867589,22.313925,43.340753,1,0.387772,0.229358,0.9999,0.498946,0.735244,0.0,6.332033,3,6.332033,0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:2,0.987753,0,0.646312,0.60096,medium,maybe,False,"[""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:0"", ""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:1"", ""0b75d30e-c50c-4fc6-88ff-fce983078aa4::eave-chain::1:2""]",6.332033,0.18659,0.005499,"[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]","[""building-part:72a6880ad8db79ee69fe""]",False,True,True
