uuid,story,room_index,n_planes,n_oblique_raw,raw_majority_class,pipeline_class,raw_vs_pipeline_agrees,incl_p50_deg,classification_counts
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,5,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,8,10,9,oblique,mixed,False,20.87,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 4, ""oblique_wrong_orientation"": 5}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,9,2,1,flat,mixed,False,9.56,"{""flat_matched"": 1, ""oblique_matched"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,10,2,1,flat,mixed,False,9.18,"{""flat_matched"": 1, ""oblique_matched"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,11,2,1,flat,flat,True,7.72,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,12,9,8,oblique,mixed,False,19.59,"{""flat_matched"": 1, ""oblique_matched"": 6, ""oblique_wrong_orientation"": 2}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,13,3,2,oblique,mixed,False,19.01,"{""flat_matched"": 1, ""oblique_matched"": 1, ""oblique_wrong_orientation"": 1}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,14,7,6,oblique,mixed,False,19.22,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 3, ""oblique_matched"": 1, ""oblique_wrong_orientation"": 2}"
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,15,3,2,oblique,mixed,False,19.78,"{""oblique_matched"": 2, ""flat_matched"": 1}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,0,6,3,flat,flat,True,4.79,"{""flat_matched"": 3, ""oblique_covered_by_flat"": 3}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,1,3,1,flat,flat,True,1.71,"{""flat_matched"": 2, ""oblique_covered_by_flat"": 1}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,2,7,4,oblique,flat,False,5.08,"{""flat_matched"": 3, ""oblique_covered_by_flat"": 4}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,4,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,5,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,6,3,2,oblique,mixed,False,47.92,"{""flat_matched"": 1, ""oblique_matched"": 2}"
71ee522c-1e78-411f-b3ce-33d59516038f,0,7,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,0,2,2,oblique,mixed,False,21.91,"{""oblique_matched"": 2}"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,1,5,4,oblique,mixed,False,27.01,"{""flat_matched"": 1, ""oblique_matched"": 4}"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,3,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,1,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,2,8,2,1,flat,mixed,False,19.75,"{""flat_matched"": 1, ""oblique_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,2,9,2,1,flat,mixed,False,20.6,"{""flat_matched"": 1, ""oblique_matched"": 1}"
720c2f50-9586-47b5-b27c-130214cd8b5d,2,11,4,3,oblique,mixed,False,19.73,"{""flat_matched"": 1, ""oblique_wrong_orientation"": 1, ""oblique_matched"": 2}"
720c2f50-9586-47b5-b27c-130214cd8b5d,2,12,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,2,0,2,1,flat,mixed,False,25.04,"{""flat_matched"": 1, ""oblique_matched"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,2,1,2,1,flat,mixed,False,25.47,"{""flat_matched"": 1, ""oblique_matched"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,2,2,5,3,oblique,mixed,False,37.66,"{""flat_matched"": 2, ""oblique_matched"": 3}"
72122129-7ee2-4a14-a645-23d44df3d2b5,2,3,2,1,flat,mixed,False,25.39,"{""flat_matched"": 1, ""oblique_matched"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,1,5,2,1,flat,flat,True,27.35,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,1,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,1,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,1,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
72122129-7ee2-4a14-a645-23d44df3d2b5,0,13,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,4,1,1,oblique,mixed,False,7.07,"{""oblique_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,5,1,0,flat,flat,True,1.43,"{""flat_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,6,1,1,oblique,mixed,False,7.05,"{""oblique_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,8,6,4,oblique,flat,False,17.92,"{""flat_matched"": 2, ""oblique_covered_by_flat"": 4}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,10,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,11,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,13,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,10,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,11,3,1,flat,flat,True,0.0,"{""flat_matched"": 2, ""oblique_covered_by_flat"": 1}"
73c1d779-2257-4e39-838a-5b026bca2401,0,12,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,0,2,1,flat,oblique,False,21.57,"{""flat_partial"": 1, ""oblique_matched"": 1}"
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,1,2,1,flat,oblique,False,22.03,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 1}"
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,2,8,6,oblique,oblique,True,42.39,"{""flat_covered_by_oblique"": 2, ""oblique_wrong_orientation"": 1, ""oblique_matched"": 3, ""oblique_partial"": 2}"
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,3,4,4,oblique,oblique,True,46.07,"{""oblique_matched"": 4}"
777b25c6-42e6-40d3-a0a4-aaafdd23842e,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
777b25c6-42e6-40d3-a0a4-aaafdd23842e,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7791ff1d-7641-4da1-8380-1773d30a7bcc,1,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7791ff1d-7641-4da1-8380-1773d30a7bcc,1,1,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,4,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,0,2,1,flat,mixed,False,13.21,"{""flat_matched"": 1, ""oblique_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,1,2,1,flat,mixed,False,13.26,"{""flat_matched"": 1, ""oblique_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,0,2,1,flat,mixed,False,9.38,"{""flat_matched"": 1, ""oblique_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,1,1,1,oblique,mixed,False,16.11,"{""oblique_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,2,1,1,oblique,mixed,False,16.05,"{""oblique_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,3,1,1,oblique,mixed,False,11.5,"{""oblique_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,4,1,1,oblique,mixed,False,16.18,"{""oblique_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,5,1,1,oblique,mixed,False,11.43,"{""oblique_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,6,2,0,flat,mixed,False,0.0,"{""flat_matched"": 2}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,7,1,1,oblique,mixed,False,15.99,"{""oblique_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,8,2,2,oblique,mixed,False,13.56,"{""oblique_matched"": 2}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,9,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,10,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,11,1,1,oblique,mixed,False,11.13,"{""oblique_matched"": 1}"
7dbc53a6-17e8-4806-83de-42286b95726c,1,0,8,4,flat,flat,True,9.21,"{""flat_matched"": 4, ""oblique_covered_by_flat"": 4}"
7dbc53a6-17e8-4806-83de-42286b95726c,1,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7dbc53a6-17e8-4806-83de-42286b95726c,1,5,16,11,oblique,flat,False,11.12,"{""flat_matched"": 5, ""oblique_covered_by_flat"": 11}"
7dbc53a6-17e8-4806-83de-42286b95726c,0,6,3,2,oblique,flat,False,5.29,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 2}"
7dbc53a6-17e8-4806-83de-42286b95726c,2,7,7,6,oblique,mixed,False,50.59,"{""flat_matched"": 1, ""oblique_wrong_orientation"": 1, ""oblique_matched"": 5}"
7dbc53a6-17e8-4806-83de-42286b95726c,2,10,2,0,flat,mixed,False,0.0,"{""flat_matched"": 2}"
7dbc53a6-17e8-4806-83de-42286b95726c,3,11,9,8,oblique,flat,False,76.72,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 5, ""near_vertical_skip"": 3}"
7e42a701-1f0a-451a-8229-05f581454979,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,10,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,11,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
7e42a701-1f0a-451a-8229-05f581454979,0,12,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
85b7d943-95c9-4937-af42-121f705ed3e0,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
873952bc-1159-43dd-b4bd-6535a55c57cf,1,0,5,3,oblique,mixed,False,47.43,"{""flat_matched"": 2, ""oblique_matched"": 2, ""near_vertical_skip"": 1}"
873952bc-1159-43dd-b4bd-6535a55c57cf,1,1,5,4,oblique,mixed,False,46.34,"{""flat_matched"": 1, ""oblique_matched"": 4}"
873952bc-1159-43dd-b4bd-6535a55c57cf,1,2,3,1,flat,mixed,False,1.53,"{""flat_matched"": 2, ""oblique_wrong_orientation"": 1}"
873952bc-1159-43dd-b4bd-6535a55c57cf,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
873952bc-1159-43dd-b4bd-6535a55c57cf,0,6,6,3,flat,flat,True,5.68,"{""flat_matched"": 3, ""oblique_covered_by_flat"": 3}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,1,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,2,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,3,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,4,25,24,oblique,mixed,False,21.32,"{""flat_matched"": 1, ""oblique_matched"": 22, ""oblique_wrong_orientation"": 2}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,5,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,6,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,7,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,8,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,9,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,10,1,0,flat,mixed,False,0.0,"{""flat_matched"": 1}"
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,11,2,0,flat,mixed,False,0.0,"{""flat_matched"": 2}"
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,2,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,3,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8b723372-749f-4992-a044-d62bb99b84cc,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8b723372-749f-4992-a044-d62bb99b84cc,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8b723372-749f-4992-a044-d62bb99b84cc,0,4,2,1,flat,flat,True,7.13,"{""flat_matched"": 1, ""oblique_covered_by_flat"": 1}"
8b723372-749f-4992-a044-d62bb99b84cc,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8b723372-749f-4992-a044-d62bb99b84cc,1,6,2,1,flat,oblique,False,23.11,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 1}"
8b723372-749f-4992-a044-d62bb99b84cc,1,7,4,3,oblique,oblique,True,39.17,"{""flat_covered_by_oblique"": 1, ""oblique_matched"": 3}"
8b723372-749f-4992-a044-d62bb99b84cc,1,8,12,11,oblique,oblique,True,46.31,"{""flat_covered_by_oblique"": 1, ""oblique_wrong_orientation"": 1, ""oblique_matched"": 10}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,0,1,6,4,oblique,flat,False,6.46,"{""flat_matched"": 2, ""oblique_covered_by_flat"": 4}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,7,2,1,flat,mixed,False,8.43,"{""flat_matched"": 1, ""oblique_matched"": 1}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
8fc0de5f-99be-4295-b529-d389a4670a8f,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
90683bb0-28ca-42a8-82b8-09d82cd434d5,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
90683bb0-28ca-42a8-82b8-09d82cd434d5,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
90683bb0-28ca-42a8-82b8-09d82cd434d5,2,3,17,15,oblique,oblique,True,43.19,"{""flat_covered_by_oblique"": 2, ""oblique_wrong_orientation"": 6, ""oblique_matched"": 9}"
90683bb0-28ca-42a8-82b8-09d82cd434d5,2,4,1,1,oblique,oblique,True,42.87,"{""oblique_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,4,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,8,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,0,2,0,flat,flat,True,0.0,"{""flat_matched"": 2}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,3,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,4,5,3,oblique,flat,False,6.34,"{""flat_matched"": 2, ""oblique_covered_by_flat"": 3}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,5,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,6,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,7,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,8,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,9,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,10,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,11,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,0,12,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,13,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,14,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,15,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,16,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,17,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,18,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,1,19,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,20,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
938d6ed6-d916-462b-ba37-f421feb2af21,2,21,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
940c5969-1037-4f02-810b-6d4c89b0582b,0,0,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
940c5969-1037-4f02-810b-6d4c89b0582b,0,1,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
940c5969-1037-4f02-810b-6d4c89b0582b,0,2,1,0,flat,flat,True,0.0,"{""flat_matched"": 1}"
