uuid,story,room_index,n_planes,n_corners_total,trust_score,p50_dist_m,p95_dist_m
72122129-7ee2-4a14-a645-23d44df3d2b5,0,10,1,4,1.0,0.0,0.0
72122129-7ee2-4a14-a645-23d44df3d2b5,0,11,3,18,1.0,0.04,0.085
72122129-7ee2-4a14-a645-23d44df3d2b5,0,13,1,4,0.5,0.709,1.417
72122129-7ee2-4a14-a645-23d44df3d2b5,0,14,1,4,1.0,0.0,0.0
72122129-7ee2-4a14-a645-23d44df3d2b5,0,15,1,4,1.0,0.0,0.0
73465f84-d5f5-4b84-8509-0e818beb5ecd,0,0,2,12,1.0,0.264,0.264
73465f84-d5f5-4b84-8509-0e818beb5ecd,0,1,1,6,0.833,0.281,0.585
73465f84-d5f5-4b84-8509-0e818beb5ecd,0,2,2,8,1.0,0.225,0.225
73465f84-d5f5-4b84-8509-0e818beb5ecd,0,3,2,9,0.889,0.254,0.409
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,4,1,4,1.0,0.0,0.0
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,5,1,4,1.0,0.026,0.026
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,6,1,4,1.0,0.0,0.0
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,7,1,4,1.0,0.0,0.0
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,8,8,28,1.0,0.0,0.258
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,9,1,4,1.0,0.0,0.0
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,10,1,4,1.0,0.0,0.0
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,11,1,6,1.0,0.0,0.0
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,12,4,17,0.765,0.0,1.18
73465f84-d5f5-4b84-8509-0e818beb5ecd,1,13,1,9,0.889,0.0,0.572
73c1d779-2257-4e39-838a-5b026bca2401,0,0,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,1,1,6,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,2,1,6,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,3,1,10,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,4,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,5,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,6,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,7,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,8,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,9,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,10,1,4,1.0,0.0,0.0
73c1d779-2257-4e39-838a-5b026bca2401,0,11,5,19,0.842,0.0,0.345
73c1d779-2257-4e39-838a-5b026bca2401,0,12,1,4,1.0,0.0,0.0
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,0,2,8,1.0,0.005,0.014
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,1,2,8,1.0,0.005,0.013
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,2,11,46,0.217,2.523,3.381
777b25c6-42e6-40d3-a0a4-aaafdd23842e,1,3,4,12,0.917,0.0,0.479
777b25c6-42e6-40d3-a0a4-aaafdd23842e,0,4,5,17,0.706,0.0,1.068
777b25c6-42e6-40d3-a0a4-aaafdd23842e,0,5,1,4,1.0,0.0,0.0
777b25c6-42e6-40d3-a0a4-aaafdd23842e,0,6,2,9,1.0,0.0,0.0
7791ff1d-7641-4da1-8380-1773d30a7bcc,1,0,1,4,0.5,0.819,1.638
7791ff1d-7641-4da1-8380-1773d30a7bcc,1,1,2,18,1.0,0.0,0.005
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,2,1,4,1.0,0.0,0.0
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,3,1,4,1.0,0.0,0.0
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,4,2,12,0.5,0.357,2.971
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,5,1,4,1.0,0.0,0.0
7791ff1d-7641-4da1-8380-1773d30a7bcc,0,6,1,4,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,0,2,8,1.0,0.001,0.001
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,1,2,8,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,2,1,4,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,3,1,5,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,4,1,7,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,5,1,4,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,6,1,4,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,7,1,8,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,8,1,4,1.0,0.0,0.0
795ceae3-b6ef-42bc-bd48-9b69f06e9de6,0,9,1,6,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,0,3,11,0.818,0.152,0.345
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,1,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,2,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,3,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,4,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,5,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,6,2,8,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,7,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,8,2,8,0.5,0.253,0.507
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,9,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,10,1,4,1.0,0.0,0.0
7cabc39b-6328-4a6e-9491-822fa6b3c3fb,0,11,1,4,1.0,0.0,0.0
7dbc53a6-17e8-4806-83de-42286b95726c,1,0,8,32,1.0,0.0,0.157
7dbc53a6-17e8-4806-83de-42286b95726c,1,1,2,11,1.0,0.0,0.0
7dbc53a6-17e8-4806-83de-42286b95726c,1,2,1,8,1.0,0.0,0.0
7dbc53a6-17e8-4806-83de-42286b95726c,1,3,1,6,1.0,0.0,0.0
7dbc53a6-17e8-4806-83de-42286b95726c,1,4,1,4,1.0,0.0,0.0
7dbc53a6-17e8-4806-83de-42286b95726c,1,5,18,58,0.621,0.0,0.348
7dbc53a6-17e8-4806-83de-42286b95726c,0,6,4,13,0.615,0.127,0.4
7dbc53a6-17e8-4806-83de-42286b95726c,2,7,9,34,0.412,0.367,2.475
7dbc53a6-17e8-4806-83de-42286b95726c,2,8,74,272,0.467,0.443,3.308
7dbc53a6-17e8-4806-83de-42286b95726c,2,9,1,4,1.0,0.0,0.0
7dbc53a6-17e8-4806-83de-42286b95726c,2,10,2,9,1.0,0.0,0.0
7dbc53a6-17e8-4806-83de-42286b95726c,3,11,11,44,0.295,1.418,1.961
7e42a701-1f0a-451a-8229-05f581454979,0,0,1,6,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,1,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,2,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,3,1,8,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,4,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,5,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,6,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,7,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,8,1,6,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,9,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,10,1,8,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,11,1,4,1.0,0.0,0.0
7e42a701-1f0a-451a-8229-05f581454979,0,12,1,4,0.75,0.0,2.237
85b7d943-95c9-4937-af42-121f705ed3e0,0,0,1,4,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,1,1,4,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,2,1,8,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,3,1,4,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,4,1,4,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,5,1,4,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,6,1,6,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,7,1,6,1.0,0.0,0.0
85b7d943-95c9-4937-af42-121f705ed3e0,0,8,1,4,1.0,0.0,0.0
873952bc-1159-43dd-b4bd-6535a55c57cf,1,0,5,17,1.0,0.004,0.255
873952bc-1159-43dd-b4bd-6535a55c57cf,1,1,9,35,0.714,0.004,1.11
873952bc-1159-43dd-b4bd-6535a55c57cf,1,2,6,21,0.905,0.0,1.922
873952bc-1159-43dd-b4bd-6535a55c57cf,0,3,14,52,0.827,0.037,0.891
873952bc-1159-43dd-b4bd-6535a55c57cf,0,4,1,6,0.667,0.0,2.612
873952bc-1159-43dd-b4bd-6535a55c57cf,0,5,12,39,1.0,0.0,0.267
873952bc-1159-43dd-b4bd-6535a55c57cf,0,6,9,31,1.0,0.204,0.259
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,1,1,8,1.0,0.0,0.045
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,2,1,5,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,3,1,4,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,4,26,103,0.243,1.176,3.3
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,5,1,6,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,6,1,4,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,7,1,5,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,8,1,9,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,9,1,9,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,10,1,6,1.0,0.0,0.0
893d4535-3169-4907-a93a-b3ab8f66ec1c,0,11,2,11,1.0,0.0,0.127
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,0,6,23,0.826,0.0,0.682
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,1,1,4,1.0,0.0,0.0
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,2,3,12,0.667,0.0,0.32
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,3,3,12,0.667,0.0,0.42
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,4,1,4,1.0,0.0,0.0
8ab161a4-c958-49c9-8ca8-7a997292d52f,0,5,1,4,1.0,0.0,0.0
8b723372-749f-4992-a044-d62bb99b84cc,0,0,1,4,1.0,0.0,0.0
8b723372-749f-4992-a044-d62bb99b84cc,0,1,1,6,1.0,0.0,0.0
8b723372-749f-4992-a044-d62bb99b84cc,0,2,1,6,1.0,0.0,0.0
8b723372-749f-4992-a044-d62bb99b84cc,0,3,1,4,1.0,0.0,0.0
8b723372-749f-4992-a044-d62bb99b84cc,0,4,5,18,0.778,0.158,0.37
8b723372-749f-4992-a044-d62bb99b84cc,0,5,1,4,1.0,0.0,0.0
8b723372-749f-4992-a044-d62bb99b84cc,1,6,2,10,0.7,0.009,0.738
8b723372-749f-4992-a044-d62bb99b84cc,1,7,6,21,0.571,0.001,1.081
8b723372-749f-4992-a044-d62bb99b84cc,1,8,15,55,0.418,0.613,2.944
8e7e69b2-e1db-4482-8f21-93be6904a5f1,0,0,9,33,0.97,0.0,0.039
8e7e69b2-e1db-4482-8f21-93be6904a5f1,0,1,7,23,0.957,0.0,0.254
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,2,1,10,1.0,0.0,0.0
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,3,1,4,1.0,0.0,0.0
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,4,1,4,1.0,0.0,0.0
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,5,1,4,1.0,0.0,0.0
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,6,1,8,1.0,0.0,0.0
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,7,2,8,1.0,0.002,0.004
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,8,1,4,1.0,0.0,0.0
8e7e69b2-e1db-4482-8f21-93be6904a5f1,1,9,1,4,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,0,1,4,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,1,1,4,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,2,1,4,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,3,1,4,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,4,1,6,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,5,1,4,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,6,1,4,1.0,0.0,0.0
8fc0de5f-99be-4295-b529-d389a4670a8f,0,7,1,5,1.0,0.0,0.0
90683bb0-28ca-42a8-82b8-09d82cd434d5,1,0,10,34,0.882,0.101,1.411
90683bb0-28ca-42a8-82b8-09d82cd434d5,0,1,1,4,1.0,0.0,0.0
90683bb0-28ca-42a8-82b8-09d82cd434d5,0,2,1,6,1.0,0.0,0.0
90683bb0-28ca-42a8-82b8-09d82cd434d5,2,3,21,68,0.382,1.383,2.455
90683bb0-28ca-42a8-82b8-09d82cd434d5,2,4,1,5,0.8,0.012,0.647
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,0,1,4,1.0,0.0,0.0
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,1,1,4,0.75,0.0,1.833
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,2,1,4,1.0,0.0,0.0
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,4,1,6,1.0,0.0,0.0
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,5,1,4,1.0,0.0,0.0
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,6,1,4,1.0,0.0,0.0
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,7,1,4,1.0,0.0,0.0
91f66e67-37e3-4cc9-9815-a4ce71c56a0a,0,8,2,11,0.727,0.119,2.279
938d6ed6-d916-462b-ba37-f421feb2af21,0,0,4,19,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,1,1,5,0.4,2.187,2.807
938d6ed6-d916-462b-ba37-f421feb2af21,0,2,1,4,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,3,1,6,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,4,5,23,0.87,0.0,0.589
938d6ed6-d916-462b-ba37-f421feb2af21,0,5,1,4,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,6,1,4,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,7,1,6,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,8,1,4,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,9,1,6,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,10,1,10,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,11,1,10,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,0,12,1,4,0.75,0.0,1.117
938d6ed6-d916-462b-ba37-f421feb2af21,2,13,1,7,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,2,14,1,8,0.875,0.0,0.42
938d6ed6-d916-462b-ba37-f421feb2af21,2,15,1,10,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,2,16,1,4,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,2,17,1,8,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,2,18,1,4,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,1,19,1,4,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,2,20,1,8,1.0,0.0,0.0
938d6ed6-d916-462b-ba37-f421feb2af21,2,21,1,4,1.0,0.0,0.0
940c5969-1037-4f02-810b-6d4c89b0582b,0,0,1,4,1.0,0.0,0.0
940c5969-1037-4f02-810b-6d4c89b0582b,0,1,1,4,1.0,0.0,0.0
940c5969-1037-4f02-810b-6d4c89b0582b,0,2,1,10,0.9,0.0,0.26
940c5969-1037-4f02-810b-6d4c89b0582b,0,3,1,5,0.8,0.0,2.549
940c5969-1037-4f02-810b-6d4c89b0582b,0,4,1,4,1.0,0.0,0.0
940c5969-1037-4f02-810b-6d4c89b0582b,0,5,1,4,1.0,0.0,0.0
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,0,1,6,0.833,0.0,0.671
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,1,5,20,0.7,0.003,0.539
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,2,1,6,1.0,0.0,0.0
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,3,1,4,1.0,0.0,0.0
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,4,3,12,1.0,0.0,0.272
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,5,4,15,0.933,0.0,0.13
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,6,14,54,0.389,0.385,1.783
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,7,1,4,1.0,0.0,0.0
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,8,1,6,1.0,0.002,0.003
9419424d-2dd9-4dd2-a9d9-e029e32c1f28,0,9,7,27,0.296,0.521,1.782
945b16b9-0ebf-409e-af08-aab7672801d2,0,0,1,4,1.0,0.024,0.068
945b16b9-0ebf-409e-af08-aab7672801d2,0,1,3,12,1.0,0.0,0.18
945b16b9-0ebf-409e-af08-aab7672801d2,0,2,1,6,1.0,0.0,0.0
945b16b9-0ebf-409e-af08-aab7672801d2,0,3,1,6,1.0,0.0,0.0
945b16b9-0ebf-409e-af08-aab7672801d2,0,4,1,4,1.0,0.0,0.0
945b16b9-0ebf-409e-af08-aab7672801d2,0,5,1,6,1.0,0.0,0.0
945b16b9-0ebf-409e-af08-aab7672801d2,0,6,1,6,1.0,0.0,0.0
945b16b9-0ebf-409e-af08-aab7672801d2,0,7,5,17,1.0,0.024,0.283
964a40ac-d9df-44e1-b64b-84e02b909004,0,0,2,8,1.0,0.001,0.005
964a40ac-d9df-44e1-b64b-84e02b909004,0,1,1,8,1.0,0.0,0.0
964a40ac-d9df-44e1-b64b-84e02b909004,0,2,1,10,1.0,0.0,0.0
964a40ac-d9df-44e1-b64b-84e02b909004,0,3,1,6,1.0,0.0,0.0
964a40ac-d9df-44e1-b64b-84e02b909004,0,4,1,4,1.0,0.0,0.0
964a40ac-d9df-44e1-b64b-84e02b909004,0,5,1,4,1.0,0.0,0.0
964a40ac-d9df-44e1-b64b-84e02b909004,0,6,1,4,1.0,0.0,0.0
964a40ac-d9df-44e1-b64b-84e02b909004,0,7,5,19,0.789,0.115,1.385
964a40ac-d9df-44e1-b64b-84e02b909004,0,8,1,4,0.75,0.0,0.653
97571caa-1065-4ac5-a385-2ec9758026dd,0,0,2,10,0.8,0.027,1.148
97571caa-1065-4ac5-a385-2ec9758026dd,0,1,2,8,1.0,0.0,0.0
97571caa-1065-4ac5-a385-2ec9758026dd,0,2,10,39,0.333,0.979,3.105
97571caa-1065-4ac5-a385-2ec9758026dd,0,3,1,4,1.0,0.0,0.0
97571caa-1065-4ac5-a385-2ec9758026dd,0,4,10,33,0.545,0.051,0.712
97571caa-1065-4ac5-a385-2ec9758026dd,0,5,1,4,1.0,0.0,0.0
97571caa-1065-4ac5-a385-2ec9758026dd,0,6,1,4,0.5,1.182,2.447
97571caa-1065-4ac5-a385-2ec9758026dd,0,7,1,4,1.0,0.0,0.0
97571caa-1065-4ac5-a385-2ec9758026dd,0,8,1,4,1.0,0.0,0.0
97571caa-1065-4ac5-a385-2ec9758026dd,0,9,1,6,1.0,0.0,0.0
97571caa-1065-4ac5-a385-2ec9758026dd,0,10,6,22,0.273,0.621,0.801
9829323a-4939-45bf-ae66-b950b18ddf52,0,0,1,8,1.0,0.0,0.0
9829323a-4939-45bf-ae66-b950b18ddf52,0,1,1,4,1.0,0.0,0.0
9829323a-4939-45bf-ae66-b950b18ddf52,0,2,1,4,1.0,0.0,0.0
9829323a-4939-45bf-ae66-b950b18ddf52,0,3,1,4,1.0,0.0,0.0
9829323a-4939-45bf-ae66-b950b18ddf52,0,4,1,5,1.0,0.0,0.0
9829323a-4939-45bf-ae66-b950b18ddf52,0,5,8,26,1.0,0.0,0.074
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,0,1,4,1.0,0.009,0.025
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,1,6,19,0.789,0.0,0.46
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,2,9,30,0.7,0.0,0.309
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,3,2,10,1.0,0.0,0.0
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,4,4,16,0.688,0.132,1.062
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,5,1,3,0.667,0.0,1.046
98472f6b-45bc-4814-a4b8-914f8f6976dd,0,6,5,16,0.812,0.0,0.627
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,0,1,4,1.0,0.0,0.0
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,1,1,4,1.0,0.0,0.0
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,2,1,6,1.0,0.0,0.0
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,3,2,12,1.0,0.0,0.0
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,4,9,32,0.625,0.032,2.987
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,5,2,11,1.0,0.0,0.009
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,6,1,6,1.0,0.0,0.215
992198d7-4dfe-4ecd-9fa0-b66fa6cac3fd,0,7,2,12,0.917,0.0,0.681
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,0,1,6,1.0,0.0,0.0
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,1,2,11,1.0,0.0,0.0
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,2,1,4,1.0,0.0,0.0
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,3,2,8,0.625,0.02,1.076
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,5,1,6,1.0,0.0,0.0
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,6,1,6,1.0,0.0,0.0
9bb4ada4-60fb-4ab0-8e05-de49acc92623,0,7,2,12,0.667,0.08,2.267
9bc73438-328e-440e-a4be-25efa61d3b7c,1,0,2,8,1.0,0.0,0.0
9bc73438-328e-440e-a4be-25efa61d3b7c,0,1,13,42,0.524,0.046,1.871
9bc73438-328e-440e-a4be-25efa61d3b7c,0,2,1,4,1.0,0.0,0.0
9bc73438-328e-440e-a4be-25efa61d3b7c,0,3,1,4,1.0,0.0,0.0
9bc73438-328e-440e-a4be-25efa61d3b7c,0,4,3,13,0.846,0.0,0.402
9bc73438-328e-440e-a4be-25efa61d3b7c,0,5,4,14,0.786,0.001,0.586
9bc73438-328e-440e-a4be-25efa61d3b7c,0,6,1,6,1.0,0.0,0.0
9bc73438-328e-440e-a4be-25efa61d3b7c,0,7,2,10,1.0,0.0,0.0
9bc73438-328e-440e-a4be-25efa61d3b7c,0,8,1,4,1.0,0.0,0.0
9bc73438-328e-440e-a4be-25efa61d3b7c,0,9,3,11,0.818,0.0,0.314
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,0,1,6,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,1,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,2,1,6,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,3,1,8,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,4,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,5,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,6,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,7,1,5,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,8,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,9,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,10,1,8,0.875,0.0,0.347
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,1,11,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,0,12,1,4,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,0,13,2,8,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,0,14,2,10,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,0,15,1,6,1.0,0.0,0.0
9bdc330e-6144-499b-9c70-3fc6f0c4ebf3,0,16,2,8,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,0,1,6,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,1,1,10,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,2,1,4,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,3,1,4,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,4,1,4,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,5,1,6,0.833,0.0,0.884
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,6,1,4,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,7,1,4,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,8,1,4,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,9,1,4,1.0,0.0,0.0
9c07bf97-56cd-4d82-a99d-00809d1d8537,0,10,1,8,1.0,0.0,0.0
9c42b8bc-b55c-427b-b695-9d073c5f8a75,0,0,1,5,1.0,0.0,0.0
