uuid,story,room_index,n_planes,n_corners_total,trust_score,p50_dist_m,p95_dist_m
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,6,1,4,1.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,7,1,6,0.833,0.0,1.297
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,8,1,4,1.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,9,1,4,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,0,1,6,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,1,1,7,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,2,1,6,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,3,1,4,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,4,1,4,0.5,2.71,5.42
45b933f5-4f12-488c-b77a-065cf3c2d719,0,5,1,6,1.0,0.0,0.056
45b933f5-4f12-488c-b77a-065cf3c2d719,0,6,1,6,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,7,1,6,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,8,1,4,1.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,9,1,4,0.75,0.0,1.88
466d0aa8-7021-4825-8f7b-b954c824c13a,0,0,1,6,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,1,1,5,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,2,1,5,0.8,0.0,0.859
466d0aa8-7021-4825-8f7b-b954c824c13a,0,3,1,9,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,4,1,7,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,5,1,8,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,6,1,6,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,7,1,7,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,8,2,10,1.0,0.0,0.005
466d0aa8-7021-4825-8f7b-b954c824c13a,1,9,2,10,1.0,0.0,0.002
466d0aa8-7021-4825-8f7b-b954c824c13a,1,10,10,42,0.786,0.0,1.467
466d0aa8-7021-4825-8f7b-b954c824c13a,1,11,2,8,1.0,0.001,0.002
466d0aa8-7021-4825-8f7b-b954c824c13a,1,12,2,8,1.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,13,2,10,1.0,0.0,0.003
466d0aa8-7021-4825-8f7b-b954c824c13a,1,14,2,10,1.0,0.0,0.014
46ea557e-3151-43d2-b72b-f212290516cc,0,0,7,26,0.385,0.648,1.506
46ea557e-3151-43d2-b72b-f212290516cc,0,1,1,4,1.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,2,1,4,1.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,3,1,4,1.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,4,1,4,1.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,5,1,10,1.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,6,2,7,0.857,0.042,0.518
46ea557e-3151-43d2-b72b-f212290516cc,0,7,1,4,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,0,1,6,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,1,1,7,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,2,1,6,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,3,1,8,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,4,1,4,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,5,1,5,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,6,6,26,0.731,0.12,0.884
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,7,7,36,0.889,0.061,0.675
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,8,1,6,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,9,1,7,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,10,1,4,1.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,11,1,4,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,0,1,4,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,1,1,6,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,2,1,4,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,3,1,6,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,1,4,2,8,1.0,0.004,0.01
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,5,1,4,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,6,1,4,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,7,1,4,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,8,1,9,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,9,3,12,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,10,1,4,1.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,11,10,35,0.514,0.0,1.286
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,0,0,1,6,1.0,0.0,0.0
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,0,1,1,5,1.0,0.0,0.0
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,0,2,1,4,1.0,0.0,0.0
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,0,3,1,6,1.0,0.0,0.0
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,1,4,3,12,0.833,0.001,1.415
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,1,5,4,18,0.722,0.004,0.867
52f91e67-3891-4729-8bf3-be2c0a6a0d04,1,0,90,317,0.24,1.004,1.966
52f91e67-3891-4729-8bf3-be2c0a6a0d04,1,1,1,8,1.0,0.0,0.0
52f91e67-3891-4729-8bf3-be2c0a6a0d04,1,2,1,4,1.0,0.0,0.0
52f91e67-3891-4729-8bf3-be2c0a6a0d04,1,3,1,4,1.0,0.0,0.0
52f91e67-3891-4729-8bf3-be2c0a6a0d04,2,4,15,61,0.967,0.0,0.254
52f91e67-3891-4729-8bf3-be2c0a6a0d04,0,5,1,8,1.0,0.109,0.109
52f91e67-3891-4729-8bf3-be2c0a6a0d04,0,6,6,33,0.97,0.076,0.076
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,0,1,6,1.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,1,1,4,1.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,2,1,6,1.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,3,1,6,1.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,4,1,4,1.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,5,1,6,1.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,6,1,4,1.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,7,1,4,1.0,0.0,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,0,3,20,0.9,0.0,1.064
53c380e7-407e-48f7-8c72-b449e2334798,0,1,2,8,1.0,0.002,0.004
53c380e7-407e-48f7-8c72-b449e2334798,0,2,2,8,0.75,0.003,1.342
53c380e7-407e-48f7-8c72-b449e2334798,0,3,2,8,1.0,0.002,0.005
53c380e7-407e-48f7-8c72-b449e2334798,0,4,2,8,1.0,0.002,0.005
53c380e7-407e-48f7-8c72-b449e2334798,0,5,2,10,1.0,0.0,0.002
53c380e7-407e-48f7-8c72-b449e2334798,0,6,2,14,0.929,0.0,0.248
53c380e7-407e-48f7-8c72-b449e2334798,0,7,2,10,1.0,0.002,0.017
56108837-05d5-4fe4-bfd5-aec6b649d825,0,0,1,6,1.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,1,1,8,1.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,2,1,4,1.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,3,1,4,1.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,4,1,8,1.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,5,2,8,1.0,0.001,0.003
56108837-05d5-4fe4-bfd5-aec6b649d825,0,6,1,6,1.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,7,1,4,1.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,0,1,4,1.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,1,1,4,1.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,2,1,8,0.875,0.0,0.888
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,3,1,4,1.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,4,1,4,1.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,5,1,4,1.0,0.0,0.0
5831141f-829c-4adb-9bae-289c2140c72d,0,0,1,4,1.0,0.0,0.0
5831141f-829c-4adb-9bae-289c2140c72d,0,1,1,4,1.0,0.0,0.0
5831141f-829c-4adb-9bae-289c2140c72d,0,2,1,6,1.0,0.0,0.0
5831141f-829c-4adb-9bae-289c2140c72d,0,3,7,22,0.773,0.0,0.874
5831141f-829c-4adb-9bae-289c2140c72d,1,4,1,8,1.0,0.0,0.0
5831141f-829c-4adb-9bae-289c2140c72d,1,5,4,15,0.933,0.0,0.1
5831141f-829c-4adb-9bae-289c2140c72d,1,6,5,18,0.556,0.005,0.858
5831141f-829c-4adb-9bae-289c2140c72d,1,7,5,18,0.833,0.0,0.454
5831141f-829c-4adb-9bae-289c2140c72d,2,8,10,38,0.605,0.188,2.814
5831141f-829c-4adb-9bae-289c2140c72d,2,9,1,4,0.75,0.006,1.127
5831141f-829c-4adb-9bae-289c2140c72d,2,10,14,57,0.526,0.254,1.595
59b505e7-b384-451b-90b1-80f2654dd10d,1,1,3,16,0.688,0.0,5.166
59b505e7-b384-451b-90b1-80f2654dd10d,1,2,1,6,1.0,0.0,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,1,3,1,5,1.0,0.0,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,1,4,4,18,0.778,0.076,0.588
59b505e7-b384-451b-90b1-80f2654dd10d,1,5,2,10,0.6,0.0,0.779
59b505e7-b384-451b-90b1-80f2654dd10d,2,6,2,10,1.0,0.0,0.013
59b505e7-b384-451b-90b1-80f2654dd10d,2,7,9,32,0.5,0.315,1.46
59b505e7-b384-451b-90b1-80f2654dd10d,2,8,2,8,1.0,0.002,0.006
59b505e7-b384-451b-90b1-80f2654dd10d,2,9,2,10,1.0,0.0,0.006
59b505e7-b384-451b-90b1-80f2654dd10d,2,10,13,46,0.457,0.599,1.718
59b505e7-b384-451b-90b1-80f2654dd10d,2,11,10,49,0.51,0.019,1.09
59b505e7-b384-451b-90b1-80f2654dd10d,0,12,5,17,0.941,0.083,0.395
59b505e7-b384-451b-90b1-80f2654dd10d,0,13,1,4,1.0,0.0,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,0,14,3,14,1.0,0.0,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,0,15,2,13,0.385,1.126,2.314
59b505e7-b384-451b-90b1-80f2654dd10d,0,16,1,6,1.0,0.0,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,0,17,1,7,1.0,0.0,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,0,18,1,5,1.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,0,1,4,0.75,0.0,1.38
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,1,1,4,1.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,2,1,4,1.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,3,1,6,1.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,4,2,8,1.0,0.0,0.277
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,5,1,4,0.5,1.206,2.413
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,6,1,4,1.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,7,1,6,1.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,8,4,18,0.444,0.866,3.342
5c557e06-393e-466e-a957-f7391b76b8ff,0,0,2,8,1.0,0.0,0.158
5c557e06-393e-466e-a957-f7391b76b8ff,0,1,5,16,0.312,0.878,1.264
5c557e06-393e-466e-a957-f7391b76b8ff,0,2,15,67,0.657,0.026,0.992
5c557e06-393e-466e-a957-f7391b76b8ff,0,3,1,4,1.0,0.0,0.0
5c557e06-393e-466e-a957-f7391b76b8ff,0,4,1,4,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,1,0,1,4,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,1,1,1,4,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,1,2,16,51,0.216,1.064,2.136
5ecc6e8c-228b-4167-9331-de247c802320,1,3,1,4,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,1,4,1,6,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,2,5,2,12,0.833,0.001,1.362
5ecc6e8c-228b-4167-9331-de247c802320,2,6,2,8,1.0,0.001,0.003
5ecc6e8c-228b-4167-9331-de247c802320,2,7,2,8,1.0,0.002,0.004
5ecc6e8c-228b-4167-9331-de247c802320,2,8,4,17,1.0,0.0,0.142
5ecc6e8c-228b-4167-9331-de247c802320,2,9,8,31,0.613,0.027,0.856
5ecc6e8c-228b-4167-9331-de247c802320,0,10,1,4,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,0,11,1,4,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,0,12,1,6,1.0,0.0,0.0
5ecc6e8c-228b-4167-9331-de247c802320,0,13,1,6,0.833,0.0,0.94
5ecc6e8c-228b-4167-9331-de247c802320,0,14,14,47,0.638,0.012,1.075
60f2f02b-8910-461c-879a-75925d256989,0,0,1,4,1.0,0.099,0.205
60f2f02b-8910-461c-879a-75925d256989,0,1,1,6,1.0,0.0,0.0
60f2f02b-8910-461c-879a-75925d256989,0,2,1,5,1.0,0.0,0.0
60f2f02b-8910-461c-879a-75925d256989,0,3,1,6,1.0,0.0,0.0
60f2f02b-8910-461c-879a-75925d256989,0,4,1,9,1.0,0.0,0.0
60f2f02b-8910-461c-879a-75925d256989,0,5,1,5,1.0,0.0,0.0
60f2f02b-8910-461c-879a-75925d256989,0,6,5,15,0.667,0.0,0.66
60f2f02b-8910-461c-879a-75925d256989,1,7,2,8,0.75,0.002,2.155
60f2f02b-8910-461c-879a-75925d256989,1,8,1,6,1.0,0.0,0.0
60f2f02b-8910-461c-879a-75925d256989,1,9,7,29,0.586,0.0,1.045
60f2f02b-8910-461c-879a-75925d256989,1,10,6,24,0.875,0.0,0.623
60f2f02b-8910-461c-879a-75925d256989,1,11,1,6,1.0,0.0,0.0
60f2f02b-8910-461c-879a-75925d256989,1,12,2,8,1.0,0.001,0.004
60fa343a-d19a-4d18-b939-33b80e790be6,0,0,14,47,0.447,0.44,1.506
60fa343a-d19a-4d18-b939-33b80e790be6,0,1,13,46,0.565,0.27,0.569
60fa343a-d19a-4d18-b939-33b80e790be6,0,2,3,14,1.0,0.0,0.246
60fa343a-d19a-4d18-b939-33b80e790be6,0,3,1,4,0.75,0.0,0.305
60fa343a-d19a-4d18-b939-33b80e790be6,0,4,1,4,1.0,0.0,0.0
60fa343a-d19a-4d18-b939-33b80e790be6,1,5,1,6,1.0,0.0,0.0
60fa343a-d19a-4d18-b939-33b80e790be6,1,6,1,4,1.0,0.0,0.0
60fa343a-d19a-4d18-b939-33b80e790be6,1,7,1,6,1.0,0.0,0.0
60fa343a-d19a-4d18-b939-33b80e790be6,1,8,1,8,1.0,0.0,0.0
60fa343a-d19a-4d18-b939-33b80e790be6,1,9,1,4,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,0,1,6,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,1,1,6,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,2,1,4,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,3,1,10,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,4,1,4,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,5,1,4,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,6,1,4,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,7,1,4,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,8,1,4,1.0,0.0,0.0
612d1bc8-dbed-47cb-aef5-3e64964ccc04,0,9,1,6,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,0,1,4,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,1,1,6,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,2,1,4,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,3,4,15,1.0,0.006,0.118
6203a969-742b-4935-bc4d-8eae644b8f73,0,4,1,6,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,5,1,4,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,6,1,4,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,7,1,4,0.5,0.55,1.233
6203a969-742b-4935-bc4d-8eae644b8f73,0,8,1,6,0.667,0.0,1.373
6203a969-742b-4935-bc4d-8eae644b8f73,0,9,1,4,0.75,0.0,2.765
6203a969-742b-4935-bc4d-8eae644b8f73,0,10,1,4,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,11,1,4,1.0,0.0,0.0
6203a969-742b-4935-bc4d-8eae644b8f73,0,12,1,4,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,2,0,11,36,0.944,0.0,0.341
66a72e63-8b3c-4e57-977b-32f5119a9d09,2,1,1,6,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,2,2,2,16,0.875,0.0,0.661
66a72e63-8b3c-4e57-977b-32f5119a9d09,2,3,5,19,0.368,0.454,1.098
66a72e63-8b3c-4e57-977b-32f5119a9d09,2,4,25,94,0.33,0.554,2.067
66a72e63-8b3c-4e57-977b-32f5119a9d09,1,5,2,13,0.769,0.0,1.105
66a72e63-8b3c-4e57-977b-32f5119a9d09,1,6,1,4,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,1,7,1,8,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,1,8,1,8,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,1,9,1,4,0.75,0.0,1.059
66a72e63-8b3c-4e57-977b-32f5119a9d09,0,10,6,27,0.593,0.154,0.815
66a72e63-8b3c-4e57-977b-32f5119a9d09,0,11,1,6,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,0,12,1,4,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,0,13,15,59,0.712,0.179,1.02
66a72e63-8b3c-4e57-977b-32f5119a9d09,0,14,1,4,1.0,0.0,0.0
66a72e63-8b3c-4e57-977b-32f5119a9d09,0,15,4,15,0.533,0.0,0.615
670a8030-c451-4e80-badd-6702cef02a03,0,0,1,4,1.0,0.0,0.0
670a8030-c451-4e80-badd-6702cef02a03,0,1,1,4,1.0,0.0,0.0
670a8030-c451-4e80-badd-6702cef02a03,0,2,1,4,1.0,0.0,0.0
670a8030-c451-4e80-badd-6702cef02a03,0,3,6,20,1.0,0.0,0.0
670a8030-c451-4e80-badd-6702cef02a03,0,4,1,6,1.0,0.0,0.0
670a8030-c451-4e80-badd-6702cef02a03,1,5,2,8,1.0,0.0,0.0
670a8030-c451-4e80-badd-6702cef02a03,1,6,5,19,1.0,0.0,0.18
670a8030-c451-4e80-badd-6702cef02a03,1,7,1,4,1.0,0.0,0.0
670a8030-c451-4e80-badd-6702cef02a03,2,8,2,8,1.0,0.004,0.01
670a8030-c451-4e80-badd-6702cef02a03,2,9,6,25,1.0,0.0,0.138
670a8030-c451-4e80-badd-6702cef02a03,2,10,14,51,0.647,0.123,0.721
670a8030-c451-4e80-badd-6702cef02a03,2,11,5,24,0.625,0.0,2.896
6c29deb7-51e6-437d-bfe4-0eb83e559881,1,0,6,29,1.0,0.0,0.0
6c29deb7-51e6-437d-bfe4-0eb83e559881,1,1,7,24,0.792,0.0,0.67
6c29deb7-51e6-437d-bfe4-0eb83e559881,2,2,1,6,1.0,0.0,0.0
6c29deb7-51e6-437d-bfe4-0eb83e559881,2,3,1,4,1.0,0.0,0.0
6c29deb7-51e6-437d-bfe4-0eb83e559881,2,4,1,7,1.0,0.0,0.0
6c29deb7-51e6-437d-bfe4-0eb83e559881,2,5,2,12,1.0,0.0,0.012
6c29deb7-51e6-437d-bfe4-0eb83e559881,2,6,7,24,0.75,0.015,0.818
6c29deb7-51e6-437d-bfe4-0eb83e559881,0,7,33,111,0.532,0.082,0.912
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,0,1,8,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,1,1,6,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,2,1,8,0.875,0.0,0.759
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,3,1,4,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,4,1,6,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,5,1,6,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,6,1,4,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,7,1,4,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,8,1,4,1.0,0.0,0.0
6e8a252f-fc38-4ffa-8691-3f43938a0a16,0,9,1,4,1.0,0.0,0.0
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,0,1,4,1.0,0.177,0.177
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,1,1,4,1.0,0.207,0.207
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,2,1,8,1.0,0.212,0.212
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,3,1,6,0.667,0.181,0.901
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,4,1,8,1.0,0.0,0.085
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,5,2,13,0.385,0.325,0.907
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,6,1,4,1.0,0.28,0.28
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,0,7,1,7,0.0,0.304,0.818
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,8,14,50,0.92,0.0,0.575
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,9,2,8,1.0,0.002,0.004
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,10,2,10,1.0,0.001,0.136
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,11,2,8,1.0,0.004,0.032
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,12,9,31,0.419,1.177,2.421
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,13,3,11,0.182,2.35,3.423
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,14,7,29,0.586,0.038,1.422
7153d532-16c1-45e8-b7c9-f5cd1ba5cc85,1,15,3,13,1.0,0.01,0.031
71ee522c-1e78-411f-b3ce-33d59516038f,0,0,7,27,0.926,0.026,0.349
71ee522c-1e78-411f-b3ce-33d59516038f,0,1,3,12,1.0,0.048,0.097
71ee522c-1e78-411f-b3ce-33d59516038f,0,2,9,30,0.733,0.163,1.575
71ee522c-1e78-411f-b3ce-33d59516038f,0,3,1,4,1.0,0.0,0.0
71ee522c-1e78-411f-b3ce-33d59516038f,0,4,2,11,1.0,0.0,0.0
71ee522c-1e78-411f-b3ce-33d59516038f,0,5,1,8,1.0,0.0,0.0
71ee522c-1e78-411f-b3ce-33d59516038f,0,6,3,12,1.0,0.009,0.018
71ee522c-1e78-411f-b3ce-33d59516038f,0,7,1,4,1.0,0.0,0.0
720c2f50-9586-47b5-b27c-130214cd8b5d,1,0,2,8,0.5,0.882,1.788
720c2f50-9586-47b5-b27c-130214cd8b5d,1,1,5,16,0.625,0.299,1.086
720c2f50-9586-47b5-b27c-130214cd8b5d,1,2,1,4,1.0,0.0,0.0
720c2f50-9586-47b5-b27c-130214cd8b5d,1,3,1,4,1.0,0.0,0.0
720c2f50-9586-47b5-b27c-130214cd8b5d,1,4,1,6,1.0,0.0,0.0
720c2f50-9586-47b5-b27c-130214cd8b5d,1,5,1,4,1.0,0.0,0.0
720c2f50-9586-47b5-b27c-130214cd8b5d,1,6,1,4,1.0,0.0,0.0
720c2f50-9586-47b5-b27c-130214cd8b5d,1,7,9,33,0.333,0.861,1.677
720c2f50-9586-47b5-b27c-130214cd8b5d,2,8,2,8,1.0,0.001,0.002
720c2f50-9586-47b5-b27c-130214cd8b5d,2,9,2,12,0.833,0.026,1.112
720c2f50-9586-47b5-b27c-130214cd8b5d,2,10,5,17,0.824,0.004,0.968
720c2f50-9586-47b5-b27c-130214cd8b5d,2,11,6,24,0.708,0.003,0.842
720c2f50-9586-47b5-b27c-130214cd8b5d,2,12,1,4,1.0,0.0,0.0
720c2f50-9586-47b5-b27c-130214cd8b5d,0,13,1,4,1.0,0.0,0.0
72122129-7ee2-4a14-a645-23d44df3d2b5,2,0,2,8,1.0,0.003,0.011
72122129-7ee2-4a14-a645-23d44df3d2b5,2,1,2,10,1.0,0.0,0.014
72122129-7ee2-4a14-a645-23d44df3d2b5,2,2,7,29,0.586,0.0,3.506
72122129-7ee2-4a14-a645-23d44df3d2b5,2,3,2,12,1.0,0.0,0.003
72122129-7ee2-4a14-a645-23d44df3d2b5,1,4,7,30,0.867,0.01,0.99
72122129-7ee2-4a14-a645-23d44df3d2b5,1,5,4,15,1.0,0.0,0.27
72122129-7ee2-4a14-a645-23d44df3d2b5,1,6,1,5,0.8,0.0,0.896
72122129-7ee2-4a14-a645-23d44df3d2b5,1,7,1,6,0.667,0.0,1.057
72122129-7ee2-4a14-a645-23d44df3d2b5,1,8,1,4,1.0,0.0,0.0
72122129-7ee2-4a14-a645-23d44df3d2b5,0,9,1,6,1.0,0.0,0.0
