uuid,element_id,story,room_index,plane_index,n_corners,inclination_deg,azimuth_deg,centroid_x,centroid_y,centroid_z,y_min,y_max,y_range,area_xz_m2,area_3d_m2
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:3:20,0,3,20,3,35.976,227.503,7.2269,-2.2232,6.5232,-2.3587,-2.1554,0.2033,0.675,0.8341
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:3:21,0,3,21,4,0.0,,2.3694,-2.108,8.5163,-2.108,-2.108,0.0,6.8357,6.8357
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:4:0,0,4,0,8,0.0,,0.1722,-2.1689,1.0683,-2.1689,-2.1689,0.0,18.1309,19.8271
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:5:0,0,5,0,10,0.0,,-1.9898,-2.2709,0.1032,-2.2709,-2.2709,0.0,8.3294,8.545
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:6:0,0,6,0,6,0.0,,-2.6873,-2.1069,2.6038,-2.1069,-2.1069,0.0,8.3323,8.4649
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:7:0,0,7,0,4,0.0,,-0.2543,-2.108,5.7918,-2.108,-2.108,0.0,16.9986,16.9986
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:0,0,8,0,11,0.0,,9.1668,-2.2414,10.1678,-2.2414,-2.2414,0.0,18.6507,21.8684
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:1,0,8,1,5,0.0,,8.9265,-2.0811,11.5991,-2.0811,-2.0811,0.0,1.3521,1.3521
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:2,0,8,2,4,15.845,44.022,8.6459,-2.1674,11.0177,-2.2541,-2.0806,0.1735,1.212,1.2599
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:3,0,8,3,3,19.43,223.919,9.7907,-2.2223,11.7297,-2.2536,-2.1597,0.0939,0.266,0.282
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:4,0,8,4,4,19.478,228.174,9.3762,-2.1073,11.7794,-2.1597,-2.0811,0.0786,0.2968,0.3149
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:5,0,8,5,3,28.826,226.652,9.2494,-2.1735,12.1278,-2.2536,-2.1073,0.1463,0.2659,0.3035
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:6,0,8,6,3,0.0,,8.1287,-2.0811,12.0306,-2.0811,-2.0811,0.0,0.0218,0.0218
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:7,0,8,7,4,90.0,223.911,8.0583,-2.1673,12.0108,-2.2536,-2.0811,0.1725,0.0,0.0398
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:8,0,8,8,5,0.0,,8.0617,-2.0811,12.4958,-2.0811,-2.0811,0.0,0.7623,0.7623
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:9,0,8,9,3,19.483,228.169,8.4511,-2.0898,12.739,-2.1073,-2.0811,0.0262,0.0371,0.0393
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:10,0,8,10,4,30.882,225.21,8.4406,-2.174,12.9681,-2.2586,-2.086,0.1726,0.266,0.31
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::0:8:11,0,8,11,4,90.0,43.92,7.6969,-2.1673,12.3588,-2.2536,-2.0811,0.1725,0.0,0.1333
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:9:0,1,9,0,9,0.0,,7.6145,1.6116,10.2252,1.6116,1.6116,0.0,8.1259,9.1268
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:9:1,1,9,1,3,9.793,222.724,9.0141,1.463,10.2484,1.1658,1.6116,0.4458,0.5495,0.5577
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:9:2,1,9,2,4,46.092,313.13,10.2266,-0.0075,9.7146,-1.1663,1.1612,2.3275,5.7392,8.2758
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:9:3,1,9,3,3,46.328,312.722,9.494,1.463,10.9772,1.1658,1.6116,0.4458,0.5496,0.7959
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:9:4,1,9,4,4,46.626,132.691,6.3739,0.225,12.7657,-1.162,1.6119,2.7739,8.7184,12.695
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:9:5,1,9,5,3,90.0,312.723,9.1183,1.3016,10.1522,1.1275,1.6116,0.4841,0.0,0.6252
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:0,1,10,0,14,0.0,,4.6542,0.5655,5.9585,0.5655,0.5655,0.0,29.2499,39.7576
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:1,1,10,1,3,41.14,312.723,7.7874,0.202,7.268,-0.5249,0.5655,1.0904,0.3266,0.4336
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:2,1,10,2,3,42.527,269.175,7.1797,0.112,5.983,-0.7951,0.5655,1.3606,1.3139,1.7828
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:3,1,10,3,3,47.481,310.892,7.361,0.112,6.7926,-0.7951,0.5655,1.3606,0.5425,0.8027
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:4,1,10,4,3,50.233,164.453,7.673,0.112,5.5275,-0.7951,0.5655,1.3606,0.8546,1.336
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:5,1,10,5,3,50.336,338.063,7.9748,-0.2515,6.8576,-0.7951,0.5655,1.3606,0.3266,0.5117
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:6,1,10,6,3,57.427,222.718,8.3543,-0.3416,5.8752,-0.7951,0.5655,1.3606,0.345,0.6408
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:7,1,10,7,3,90.0,42.721,8.2114,-0.2119,7.1139,-0.6763,0.5655,1.2418,0.0,0.0945
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:8,1,10,8,4,90.0,222.718,8.4537,-1.2226,6.1778,-1.65,-0.7951,0.8549,0.0,0.6786
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:10:9,1,10,9,4,90.0,132.72,8.4505,-0.8824,5.5893,-1.65,0.5655,2.2155,0.0,1.3344
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:11:0,1,11,0,4,0.0,,3.4147,0.7208,8.2668,0.7208,0.7208,0.0,4.9536,4.9536
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:11:1,1,11,1,6,46.791,131.736,3.4537,0.2817,9.4248,-0.3921,0.7409,1.133,5.7584,12.5827
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:11:2,1,11,2,3,50.465,132.681,3.4427,0.5539,9.0142,0.22,0.7208,0.5008,1.3296,2.0888
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:11:3,1,11,3,4,90.0,311.921,4.2123,-0.987,11.1122,-1.6079,-0.3662,1.2417,0.0,0.6033
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:12:0,1,12,0,4,0.0,,-1.0727,1.6212,2.0863,1.6212,1.6212,0.0,4.1228,4.1228
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:12:1,1,12,1,5,46.51,132.711,-1.3759,0.6106,3.895,-0.8577,1.6565,2.5142,13.8979,20.1937
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:12:2,1,12,2,3,90.0,132.722,0.3373,1.5429,4.4398,1.5037,1.6212,0.1175,0.0,0.1033
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:13:0,1,13,0,4,0.0,,-0.3812,1.5955,1.4523,1.5955,1.5955,0.0,4.0944,4.0944
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:13:1,1,13,1,4,45.136,312.957,1.4971,0.4268,1.0366,-0.7502,1.6084,2.3586,14.1589,20.0715
9c42b8bc-b55c-427b-b695-9d073c5f8a75,9c42b8bc-b55c-427b-b695-9d073c5f8a75::ceiling-raw::1:13:2,1,13,2,3,90.0,42.722,-0.2841,-0.0033,-1.4535,-0.8682,1.5955,2.4637,0.0,0.1553
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:0:0,0,0,0,8,0.0,,3.6566,-2.1125,-12.8295,-2.1125,-2.1125,0.0,14.1391,15.7609
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:1:0,0,1,0,4,0.0,,1.7555,-2.0973,-12.7472,-2.0973,-2.0973,0.0,4.1836,4.1836
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:2:0,0,2,0,4,0.0,,2.7405,-2.0345,-4.3983,-2.0345,-2.0345,0.0,37.0185,37.0185
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:3:0,0,3,0,4,90.0,331.544,4.8129,-2.2644,-11.6949,-2.4163,-2.1125,0.3038,0.0,0.1289
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:3:1,0,3,1,4,0.0,,6.0914,-2.0081,-10.5422,-2.0081,-2.0081,0.0,22.5956,22.5956
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:4:0,0,4,0,6,0.0,,0.9848,-2.0532,-7.5574,-2.0532,-2.0532,0.0,33.5854,43.9884
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:5:0,0,5,0,4,0.0,,-1.9915,-1.4459,1.1201,-1.4459,-1.4459,0.0,3.2007,3.2007
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:5:1,0,5,1,3,0.0,,-4.5299,-1.9605,0.3295,-1.9605,-1.9605,0.0,4.8374,4.8374
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:5:2,0,5,2,4,9.322,61.546,-3.2886,-1.7032,-0.8644,-1.9605,-1.4459,0.5146,7.0636,7.1582
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:5:3,0,5,3,4,19.915,331.546,-1.6069,-1.7032,-1.2345,-1.9605,-1.4459,0.5146,3.6994,3.9347
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:5:4,0,5,4,3,90.0,286.994,-3.6112,-1.789,0.8274,-1.9605,-1.4459,0.5146,0.0,1.1319
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:5:5,0,5,5,3,90.0,241.544,-0.5748,-1.789,-0.4059,-1.9605,-1.4459,0.5146,0.0,0.3655
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:6:0,0,6,0,5,0.0,,-4.1897,-2.0227,2.5381,-2.0227,-2.0227,0.0,2.1446,2.1446
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:6:1,0,6,1,4,90.0,151.548,-4.7578,-2.1464,2.9654,-2.2702,-2.0227,0.2475,0.0,0.3495
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:6:2,0,6,2,4,90.0,151.546,-3.967,-2.1464,3.3939,-2.2702,-2.0227,0.2475,0.0,0.0957
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:7:0,0,7,0,10,0.0,,-5.9331,-2.0507,4.0138,-2.0507,-2.0507,0.0,9.5638,14.8817
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:8:0,0,8,0,4,0.0,,-7.2442,-2.0748,4.7564,-2.0748,-2.0748,0.0,3.216,3.216
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:9:0,0,9,0,6,0.0,,-2.6482,-1.8592,5.1345,-1.8592,-1.8592,0.0,13.5902,13.8953
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:10:0,0,10,0,4,0.0,,0.6311,-2.0385,2.2905,-2.0385,-2.0385,0.0,17.2579,17.2579
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:11:0,0,11,0,4,0.0,,-7.3355,-1.9097,8.2373,-1.9097,-1.9097,0.0,19.9512,19.9512
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:12:0,0,12,0,4,0.0,,-7.7628,-2.0206,12.1851,-2.0206,-2.0206,0.0,22.9282,22.9282
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:13:0,0,13,0,4,0.0,,-4.4107,-1.8717,6.4315,-1.8717,-1.8717,0.0,2.8121,2.8121
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::0:14:0,0,14,0,4,0.0,,-3.4245,-1.8473,9.5639,-1.8473,-1.8473,0.0,18.7294,18.7294
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::1:15:0,1,15,0,6,0.0,,-2.724,0.6136,0.0184,0.6136,0.6136,0.0,13.9591,19.8866
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::1:15:1,1,15,1,3,90.0,59.405,-3.4614,0.5039,-2.8955,0.2845,0.6136,0.3291,0.0,0.0631
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::1:16:0,1,16,0,4,0.0,,-4.1987,0.5862,0.3952,0.5862,0.5862,0.0,5.2405,5.2405
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::1:17:0,1,17,0,7,1.579,149.415,0.5502,0.6032,1.1172,0.5209,0.6457,0.1248,14.0208,14.0261
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::1:17:1,1,17,1,3,0.0,,2.5004,0.657,2.6801,0.657,0.657,0.0,0.7677,0.7677
9c80d7ae-2804-4b2f-83bb-544927398846,9c80d7ae-2804-4b2f-83bb-544927398846::ceiling-raw::1:17:2,1,17,2,3,22.887,65.03,1.7189,0.6026,3.7476,0.4937,0.657,0.1633,0.7677,0.8333
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:0:0,0,0,0,4,0.0,,0.3523,0.9787,-12.6033,0.9787,0.9787,0.0,10.8967,10.8967
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:1:0,0,1,0,4,0.0,,4.7647,0.9957,-12.5216,0.9957,0.9957,0.0,8.4989,8.4989
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:2:0,0,2,0,4,0.0,,-0.0136,1.0051,-9.566,1.0051,1.0051,0.0,7.021,7.021
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:3:0,0,3,0,6,0.0,,2.7999,1.0679,-10.5314,1.0679,1.0679,0.0,7.6788,8.4643
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:4:0,0,4,0,4,0.0,,4.9832,1.0498,-9.5148,1.0498,1.0498,0.0,6.9582,6.9582
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:5:0,0,5,0,6,0.0,,1.2474,1.1228,-4.5568,1.1228,1.1228,0.0,31.6358,33.6594
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:6:0,0,6,0,8,0.0,,3.5849,1.1279,-4.0064,1.1279,1.1279,0.0,15.3884,20.2012
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:7:0,0,7,0,4,0.0,,2.5811,0.9883,-0.0923,0.9883,0.9883,0.0,7.5115,7.5115
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:0,0,8,0,5,0.0,,-1.9591,0.9592,-0.351,0.9592,0.9592,0.0,5.4023,5.4023
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:1,0,8,1,3,24.172,83.711,-4.157,0.3435,0.5201,0.0356,0.9592,0.9236,0.1907,0.209
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:2,0,8,2,4,24.814,83.766,-3.6878,0.4974,-0.8816,0.0351,0.9596,0.9245,5.2729,5.8093
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:3,0,8,3,3,25.771,100.763,-3.4875,0.6513,0.5306,0.0356,0.9592,0.9236,0.1885,0.2093
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:4,0,8,4,7,0.0,,0.5598,0.9592,-0.4776,0.9592,0.9592,0.0,5.3545,5.3565
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:5,0,8,5,3,16.253,173.804,1.1126,0.8479,0.1812,0.6254,0.9592,0.3338,0.0652,0.068
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:6,0,8,6,3,56.937,263.227,1.0291,0.8479,0.5619,0.6254,0.9592,0.3338,0.1263,0.2315
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:7,0,8,7,3,90.0,88.389,1.1503,0.7367,0.1853,0.6254,0.9592,0.3338,0.0,0.1917
9dce7b8f-036f-42bb-9645-a1b5cc17fbd1,9dce7b8f-036f-42bb-9645-a1b5cc17fbd1::ceiling-raw::0:8:8,0,8,8,3,90.0,358.398,0.9834,0.7367,0.9467,0.6254,0.9592,0.3338,0.0,0.0364
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:0:0,0,0,0,4,0.0,,7.8158,0.9203,-4.2686,0.9203,0.9203,0.0,6.7989,6.7989
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:1:0,0,1,0,6,0.0,,7.7758,0.979,-1.7319,0.979,0.979,0.0,10.4839,10.4839
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:2:0,0,2,0,8,0.0,,5.8658,1.0138,2.1152,1.0138,1.0138,0.0,11.5241,14.2531
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:3:0,0,3,0,4,0.0,,2.6042,0.9946,2.7867,0.9946,0.9946,0.0,8.2139,8.2139
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:4:0,0,4,0,4,0.0,,6.7031,0.9695,4.9587,0.9695,0.9695,0.0,4.5293,4.5293
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:5:0,0,5,0,4,0.0,,5.8842,0.9531,6.9063,0.9531,0.9531,0.0,9.3333,9.3333
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:6:0,0,6,0,4,0.0,,2.2376,0.9655,5.8123,0.9655,0.9655,0.0,12.1962,12.1962
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:7:0,0,7,0,8,0.0,,3.6431,0.9589,0.3148,0.9589,0.9589,0.0,7.9116,8.1873
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:8:0,0,8,0,4,0.0,,7.3751,0.937,3.5183,0.937,0.937,0.0,2.1056,2.1056
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:9:0,0,9,0,6,0.0,,1.8592,1.0443,-4.2246,1.0443,1.0443,0.0,41.9068,46.1043
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:10:0,0,10,0,4,1.274,57.824,-1.2992,0.9051,2.4662,0.8302,0.9801,0.1499,29.3683,29.3755
a085ad69-b4d4-4296-bc5e-731a0cceec5e,a085ad69-b4d4-4296-bc5e-731a0cceec5e::ceiling-raw::0:10:1,0,10,1,4,90.0,83.156,-3.1502,0.7626,2.2441,0.6576,0.8676,0.21,0.0,1.654
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:0:0,2,0,0,5,0.0,,1.765,6.3033,0.4401,6.3033,6.3033,0.0,1.7894,1.7894
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:0:1,2,0,1,4,34.443,7.407,1.6501,6.1096,-0.3972,5.914,6.3053,0.3913,1.0433,1.265
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:1:0,2,1,0,6,0.0,,-0.4778,6.26,1.348,6.26,6.26,0.0,7.9875,8.1069
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:1:1,2,1,1,4,23.657,7.277,-1.1807,6.1807,-0.1117,6.0981,6.2636,0.1655,1.3049,1.4246
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:2:0,2,2,0,4,0.0,,2.5599,6.2741,3.001,6.2741,6.2741,0.0,0.4733,0.4733
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:2:1,2,2,1,3,37.381,187.16,2.4317,6.1748,3.3766,5.9761,6.2741,0.298,0.2036,0.2562
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:2:2,2,2,2,3,44.034,111.296,2.8465,5.7854,3.8868,5.1061,6.2741,1.168,0.6587,0.9162
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:2:3,2,2,3,3,62.124,7.154,2.5537,5.6861,4.3476,5.1061,5.9761,0.87,0.2402,0.5137
a1ac389f-7406-4ddf-a270-d9a5e72dbf51,a1ac389f-7406-4ddf-a270-d9a5e72dbf51::ceiling-raw::2:2:4,2,2,4,3,65.283,200.577,2.465,5.7854,3.6418,5.1061,6.2741,1.168,0.2149,0.5139
