uuid,element_id,story,room_index,plane_index,n_corners,inclination_deg,azimuth_deg,centroid_x,centroid_y,centroid_z,y_min,y_max,y_range,area_xz_m2,area_3d_m2
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:0:0,0,0,0,4,0.0,,-0.2367,-4.3879,1.3081,-4.3879,-4.3879,0.0,16.7616,16.7616
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:1:0,0,1,0,4,0.0,,2.9254,-4.3525,-0.5771,-4.3525,-4.3525,0.0,10.2898,10.2898
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:0,0,2,0,3,0.0,,-3.2859,-4.2776,-2.2846,-4.2776,-4.2776,0.0,0.3033,0.3033
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:1,0,2,1,3,3.652,305.721,-4.0589,-4.3056,-1.2508,-4.3616,-4.2776,0.084,0.763,0.7646
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:2,0,2,2,3,4.185,215.721,-3.9284,-4.3056,-1.8207,-4.3616,-4.2776,0.084,0.7554,0.7574
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:3,0,2,3,3,9.861,150.616,-3.2061,-4.3056,-1.8707,-4.3616,-4.2776,0.084,0.3045,0.3091
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:4,0,2,4,5,2.436,305.708,-2.841,-4.3297,-0.34,-4.3702,-4.2916,0.0786,2.8119,2.8145
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:5,0,2,5,3,9.355,142.299,-2.4923,-4.3336,-1.181,-4.3616,-4.2776,0.084,0.4741,0.4805
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:0,0,3,0,3,0.0,,-0.2433,-4.3666,-1.5881,-4.3666,-4.3666,0.0,0.319,0.319
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:1,0,3,1,3,0.0,,-1.3984,-4.3666,-0.7549,-4.3666,-4.3666,0.0,0.319,0.319
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,0,3,2,4,0.0,,-1.3003,-3.9841,-2.7491,-3.9841,-3.9841,0.0,2.4817,2.4817
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:3,0,3,3,3,0.0,,-2.5375,-4.3666,-2.3342,-4.3666,-4.3666,0.0,1.2409,1.2409
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:4,0,3,4,3,19.702,125.803,-1.7956,-4.1116,-1.9143,-4.3666,-3.9841,0.3825,1.2409,1.3181
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:5,0,3,5,3,32.633,215.8,-0.6486,-4.1116,-1.5413,-4.3666,-3.9841,0.3825,0.319,0.3788
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:6,0,3,6,3,36.265,186.588,-1.2261,-4.2391,-1.1247,-4.3666,-3.9841,0.3825,0.319,0.3957
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:7,0,3,7,3,90.0,101.113,-2.2487,-4.2391,-2.5425,-4.3666,-3.9841,0.3825,0.0,0.4891
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:8,0,3,8,3,90.0,245.016,-0.3598,-4.2391,-1.7495,-4.3666,-3.9841,0.3825,0.0,0.2341
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:0,0,4,0,4,0.0,,0.721,-4.3663,-3.6413,-4.3663,-4.3663,0.0,9.927,9.927
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:1,0,4,1,4,22.604,215.802,1.9177,-4.4413,-2.279,-4.5163,-4.3663,0.15,0.9755,1.0566
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:2,0,4,2,3,90.0,125.795,0.7846,-4.4663,-1.5357,-4.5163,-4.3663,0.15,0.0,0.027
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,6,0.0,,0.9498,-1.5762,-0.1348,-1.5762,-1.5762,0.0,27.0144,29.0933
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,6,0.0,,0.8519,-1.5856,-2.8964,-1.5856,-1.5856,0.0,10.7592,10.8733
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:0,1,7,0,3,0.0,,-1.7752,-1.0902,-3.5027,-1.0902,-1.0902,0.0,0.3877,0.3877
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:1,1,7,1,3,0.0,,-1.5132,-1.5484,-0.5609,-1.5484,-1.5484,0.0,0.2375,0.2375
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,1,7,2,6,14.823,124.649,-1.8644,-1.2419,-2.0999,-1.5476,-1.084,0.4636,4.6369,4.7966
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:3,1,7,3,3,16.659,258.818,-1.1187,-1.2429,-3.092,-1.5484,-1.0902,0.4582,0.9278,0.9684
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:4,1,7,4,5,27.365,303.817,-0.6598,-1.2733,-2.0098,-1.5519,-1.0852,0.4667,1.1576,1.3405
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:5,1,7,5,3,58.667,214.679,-0.3229,-1.3957,-1.3844,-1.5484,-1.0902,0.4582,0.1282,0.2464
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:6,1,7,6,3,58.75,205.371,-1.0945,-1.3957,-0.9636,-1.5484,-1.0902,0.4582,0.2399,0.4625
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:7,1,7,7,3,90.0,304.668,-0.1305,-1.7169,-2.173,-2.0538,-1.5484,0.5054,0.0,0.1339
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:8,1,7,8,3,90.0,34.675,-2.6675,-1.3957,-3.2275,-1.5484,-1.0902,0.4582,0.0,0.3902
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:8:0,1,8,0,4,0.0,,-3.365,-1.662,-0.9325,-1.662,-1.662,0.0,3.9211,3.9211
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,8,0.0,,1.2982,0.9552,-1.63,0.9552,0.9552,0.0,9.6891,10.4345
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:1,2,9,1,4,45.33,35.601,0.6831,0.4675,-3.66,-0.0233,0.9587,0.982,2.9682,4.222
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:2,2,9,2,4,90.0,215.235,2.9689,0.8502,-0.7393,0.7452,0.9552,0.21,0.0,0.5724
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:3,2,9,3,4,90.0,35.227,1.7277,0.8502,0.1374,0.7452,0.9552,0.21,0.0,0.0658
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,2,10,0,4,0.0,,-1.4849,0.9245,0.4267,0.9245,0.9245,0.0,9.4464,9.4464
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:1,2,10,1,4,40.328,215.234,0.7861,0.2986,1.3569,-0.0591,0.6563,0.7154,2.2221,2.9148
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:2,2,10,2,3,44.808,212.397,-0.8088,0.5966,2.2507,-0.0591,0.9245,0.9836,1.4873,2.0964
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:3,2,10,3,4,47.104,35.033,-2.6567,0.4326,-1.2323,-0.0618,0.9271,0.9889,2.742,4.0283
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:4,2,10,4,3,90.0,50.923,0.0367,0.5072,1.7142,-0.0591,0.9245,0.9836,0.0,0.4179
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:0,2,11,0,5,0.0,,0.2848,0.8981,-0.8343,0.8981,0.8981,0.0,2.604,2.604
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:1,2,11,1,4,44.193,35.084,-1.3014,-0.1361,-2.9006,-1.1705,0.8984,2.0689,2.0964,2.9239
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,9,0.0,,-0.896,0.9192,0.9133,0.9192,0.9192,0.0,36.7389,53.1657
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:1,1,0,1,3,18.943,190.738,-4.3921,0.8446,4.4758,0.6955,0.9192,0.2237,1.1893,1.2574
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:2,1,0,2,4,22.325,13.347,-5.002,0.8073,-0.8353,0.6923,0.9224,0.2301,1.9877,2.1487
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:3,1,0,3,4,23.963,193.078,0.2109,0.8074,3.5435,0.6955,0.9192,0.2237,4.1141,4.5021
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:0,1,1,0,4,0.0,,6.9464,0.5563,-3.02,0.5563,0.5563,0.0,4.5429,4.5429
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:1,1,1,1,4,24.783,12.685,6.5122,0.1032,-4.8889,-0.353,0.5595,0.9125,4.7547,5.237
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,8,0.0,,2.8639,0.9786,-2.0571,0.9786,0.9786,0.0,1.4852,1.8059
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:1,1,2,1,3,4.658,283.077,4.7389,0.6255,-3.5585,0.5646,0.7472,0.1826,1.2214,1.2254
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:2,1,2,2,5,8.873,283.086,4.3077,0.8002,-2.0499,0.5646,0.9786,0.414,2.3404,2.3687
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:3,1,2,3,4,10.464,283.11,4.5196,0.7716,-2.8523,0.5646,0.9786,0.414,1.0338,1.0513
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:4,1,2,4,3,10.806,13.079,3.929,0.6255,-3.7433,0.5646,0.7472,0.1826,1.0722,1.0915
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:5,1,2,5,4,17.679,225.389,3.9518,0.8532,-2.3633,0.5792,0.9694,0.3902,0.3159,0.3315
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:6,1,2,6,5,21.275,13.079,2.2717,0.8501,-2.4321,0.7472,0.9786,0.2314,0.161,0.5957
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:7,1,2,7,3,23.873,41.431,2.456,0.9187,-2.4519,0.799,0.9786,0.1796,0.1971,0.2155
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:8,1,2,8,4,60.093,13.071,3.1609,0.8629,-2.8418,0.7472,0.9786,0.2314,0.0546,0.1095
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:9,1,2,9,3,60.222,7.012,4.0934,0.7635,-3.0356,0.5646,0.9786,0.414,0.1492,0.3004
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:10,1,2,10,3,60.282,19.974,2.6887,0.8416,-2.7093,0.7472,0.9786,0.2314,0.0569,0.1147
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:11,1,2,11,4,90.0,13.079,4.2207,0.3966,-4.1385,0.2286,0.5646,0.336,0.0,0.7531
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:12,1,2,12,3,90.0,103.079,3.2734,0.6255,-3.2636,0.5646,0.7472,0.1826,0.0,0.0873
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:13,1,2,13,4,90.0,193.08,3.5111,0.7556,-1.3344,0.5646,0.9786,0.414,0.0,0.1566
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:14,1,2,14,3,90.0,193.077,4.4388,0.6813,-1.5499,0.5646,0.9146,0.35,0.0,0.3924
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:3:0,1,3,0,4,0.0,,1.4297,0.925,-1.0199,0.925,0.925,0.0,2.8843,2.8843
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:3:1,1,3,1,4,26.603,14.489,1.1573,0.8047,-2.1924,0.676,0.9325,0.2565,0.726,0.812
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:0,1,4,0,4,0.0,,5.9729,0.7773,-0.2767,0.7773,0.7773,0.0,12.0403,12.0403
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:1,1,4,1,4,11.061,193.078,6.6568,0.6685,1.6563,0.5598,0.7773,0.2175,5.0309,5.1261
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:2,1,4,2,4,13.372,283.078,8.579,0.6685,-0.0604,0.5598,0.7773,0.2175,2.2641,2.3272
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:3,1,4,3,3,90.0,283.08,4.4126,0.6323,1.9873,0.5598,0.7773,0.2175,0.0,0.121
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::0:5:0,0,5,0,4,0.0,,4.073,-0.4987,-4.7517,-0.4987,-0.4987,0.0,2.504,2.504
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:6:0,1,6,0,4,0.0,,-1.1143,0.9557,-0.3369,0.9557,0.9557,0.0,6.1634,6.1634
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:6:1,1,6,1,4,24.464,13.829,-1.3903,0.8055,-1.5251,0.6457,0.9644,0.3187,2.3076,2.5352
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:0:0,0,0,0,4,0.0,,1.2763,0.9188,-2.4896,0.9188,0.9188,0.0,10.2312,10.2312
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:1:0,0,1,0,4,0.0,,3.7028,1.0166,1.8049,1.0166,1.0166,0.0,9.2838,9.2838
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:2:0,0,2,0,4,0.0,,7.4471,1.0226,-0.9109,1.0226,1.0226,0.0,46.1251,46.1251
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:3:0,0,3,0,4,0.0,,6.9931,0.9379,-5.9512,0.9379,0.9379,0.0,12.9975,12.9975
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:4:0,0,4,0,4,0.0,,1.4695,0.9428,-4.8804,0.9428,0.9428,0.0,3.708,3.708
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:5:0,0,5,0,4,0.0,,3.2858,1.0083,-8.0002,1.0083,1.0083,0.0,7.8963,7.8963
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:6:0,0,6,0,4,0.0,,3.5357,1.0088,-4.8202,1.0088,1.0088,0.0,4.8128,4.8128
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:6:1,0,6,1,4,0.0,,2.1164,1.0088,-6.3899,1.0088,1.0088,0.0,3.1872,3.1872
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:7:0,0,7,0,4,0.0,,0.1612,0.8919,0.0993,0.8919,0.8919,0.0,10.785,10.785
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:0:0,0,0,0,8,0.0,,-2.0591,1.1522,1.2711,1.1522,1.1522,0.0,8.7045,9.911
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:1:0,0,1,0,4,0.0,,-2.1705,1.1273,3.3606,1.1273,1.1273,0.0,3.0213,3.0213
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:2:0,0,2,0,6,0.0,,-3.785,1.1529,5.1828,1.1529,1.1529,0.0,7.3187,8.2887
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:3:0,0,3,0,4,0.0,,-6.9298,1.1239,3.3351,1.1239,1.1239,0.0,8.6024,8.6024
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:4:0,0,4,0,6,0.0,,-4.7573,1.1094,4.2039,1.1094,1.1094,0.0,6.375,7.5282
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:5:0,0,5,0,6,0.0,,-7.253,1.1309,0.9639,1.1309,1.1309,0.0,31.2945,40.2161
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:6:0,0,6,0,4,0.0,,-0.4385,1.1668,0.7467,1.1668,1.1668,0.0,0.9893,0.9893
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:6:1,0,6,1,4,24.575,328.1,0.2788,0.6295,-0.5449,0.0768,1.1832,1.1064,3.866,4.2511
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:0:0,0,0,0,8,0.0,,-3.7675,0.7191,1.158,0.7191,0.7191,0.0,21.0553,22.3824
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:1:0,0,1,0,4,0.0,,-4.5347,0.755,5.0763,0.755,0.755,0.0,5.3996,5.3996
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:0,0,2,0,5,12.829,99.469,-3.4741,1.1272,-6.699,0.8415,1.3184,0.4769,18.7407,19.2205
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:1,0,2,1,5,11.577,276.794,-1.9449,1.1252,-6.8981,0.8624,1.3168,0.4544,21.1834,21.6234
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:2,0,2,2,4,23.662,97.722,-5.4135,0.6683,-9.4628,0.455,0.8819,0.4269,3.6638,4.0001
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:3,0,2,3,3,90.0,187.417,-0.6596,0.9582,-1.5755,0.7581,1.2385,0.4804,0.0,0.1149
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:3:0,0,3,0,6,0.0,,0.5648,0.814,-9.1604,0.814,0.814,0.0,18.8751,18.8751
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:3:1,0,3,1,4,0.0,,1.3433,0.7869,-8.0899,0.7869,0.7869,0.0,3.5043,3.5043
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:6:0,0,6,0,6,0.0,,1.1938,0.828,-4.5252,0.828,0.828,0.0,11.9144,19.2603
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:6:1,0,6,1,4,0.0,,1.966,0.8334,-3.8636,0.8334,0.8334,0.0,3.701,3.701
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:7:0,0,7,0,6,0.0,,1.937,0.7906,-0.8685,0.7906,0.7906,0.0,9.6744,10.0149
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:0,0,8,0,6,0.0,,-0.0405,0.7998,-0.3032,0.7998,0.7998,0.0,8.6505,8.9177
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:1,0,8,1,4,90.0,7.416,-0.3018,0.6773,2.1214,0.5548,0.7998,0.245,0.0,0.3441
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:2,0,8,2,4,90.0,7.417,0.8359,0.6773,1.9732,0.5548,0.7998,0.245,0.0,0.2181
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:3,0,8,3,4,90.0,7.389,1.3385,0.6773,1.9078,0.5548,0.7998,0.245,0.0,0.0303
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:0,1,0,0,4,0.0,,-4.406,5.9622,-4.8879,5.9622,5.9622,0.0,2.7823,2.7823
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:1,1,0,1,3,0.0,,-6.1573,5.9622,-3.9629,5.9622,5.9622,0.0,1.8817,1.8817
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:2,1,0,2,3,0.0,,-6.354,4.6819,-7.9533,4.6819,4.6819,0.0,0.1141,0.1141
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:3,1,0,3,3,0.0,,-2.9258,5.9622,-7.2582,5.9622,5.9622,0.0,2.1038,2.1038
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:4,1,0,4,3,17.85,19.553,-7.9457,3.2307,-7.3632,3.2119,3.2683,0.0564,0.1278,0.1343
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:5,1,0,5,4,20.597,22.314,-5.1619,5.1561,-7.0408,4.6819,5.6303,0.9484,3.3423,3.5706
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:6,1,0,6,3,24.064,22.392,-3.9755,5.5354,-6.8261,4.6819,5.9622,1.2803,1.3885,1.5207
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:7,1,0,7,3,24.658,8.669,-5.8235,5.4248,-6.1898,4.6819,5.9622,1.2803,2.3501,2.5859
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:8,1,0,8,5,42.606,201.815,-2.0985,4.186,-4.4799,2.9958,5.9673,2.9715,7.8446,10.658
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:9,1,0,9,3,43.169,22.389,-7.1835,5.0642,-5.5061,3.2683,5.9622,2.6939,2.0934,2.8703
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:10,1,0,10,4,44.001,22.356,-4.6172,5.7961,-5.7138,5.6299,5.9626,0.3327,0.4553,0.633
