uuid,element_id,story,room_index,plane_index,n_corners,p50_dist_to_wall_top_m,p95_dist_to_wall_top_m,trusted_corner_fraction
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:0:0,0,0,0,4,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:1:0,0,1,0,4,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:0,0,2,0,3,0.0,0.076,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:1,0,2,1,3,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:2,0,2,2,3,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:3,0,2,3,3,0.0,0.076,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:4,0,2,4,5,0.014,0.014,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:2:5,0,2,5,3,0.0,0.076,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:0,0,3,0,3,0.0,0.222,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:1,0,3,1,3,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:2,0,3,2,4,0.136,0.623,0.75
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:3,0,3,3,3,0.0,0.222,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:4,0,3,4,3,0.136,0.652,0.667
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:5,0,3,5,3,0.136,0.652,0.667
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:6,0,3,6,3,0.0,0.638,0.667
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:7,0,3,7,3,0.136,0.235,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:3:8,0,3,8,3,0.136,0.235,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:0,0,4,0,4,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:1,0,4,1,4,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::0:4:2,0,4,2,3,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:5:0,1,5,0,6,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:6:0,1,6,0,6,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:0,1,7,0,3,0.312,0.841,0.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:1,1,7,1,3,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:2,1,7,2,6,0.421,0.921,0.333
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:3,1,7,3,3,0.312,0.841,0.333
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:4,1,7,4,5,0.541,0.92,0.4
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:5,1,7,5,3,0.0,0.483,0.667
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:6,1,7,6,3,0.0,0.483,0.667
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:7,1,7,7,3,0.0,0.131,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:7:8,1,7,8,3,0.146,0.296,0.667
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::1:8:0,1,8,0,4,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:0,2,9,0,8,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:1,2,9,1,4,0.006,0.01,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:2,2,9,2,4,0.0,0.179,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:9:3,2,9,3,4,0.0,0.179,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:0,2,10,0,4,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:1,2,10,1,4,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:2,2,10,2,3,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:3,2,10,3,4,0.004,0.004,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:10:4,2,10,4,3,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:0,2,11,0,5,0.0,0.0,1.0
016980bc-6762-4022-bfbf-17df4112e10c,016980bc-6762-4022-bfbf-17df4112e10c::ceiling-raw::2:11:1,2,11,1,4,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:0,1,0,0,9,0.0,0.33,0.889
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:1,1,0,1,3,0.0,0.496,0.667
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:2,1,0,2,4,0.003,0.003,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:0:3,1,0,3,4,0.0,0.468,0.75
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:0,1,1,0,4,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:1:1,1,1,1,4,0.004,0.004,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:0,1,2,0,8,0.221,0.731,0.75
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:1,1,2,1,3,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:2,1,2,2,5,0.238,0.835,0.6
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:3,1,2,3,4,0.252,0.582,0.75
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:4,1,2,4,3,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:5,1,2,5,4,0.707,0.834,0.25
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:6,1,2,6,5,0.0,0.169,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:7,1,2,7,3,0.175,0.258,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:8,1,2,8,4,0.133,0.267,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:9,1,2,9,3,0.0,0.24,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:10,1,2,10,3,0.143,0.255,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:11,1,2,11,4,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:12,1,2,12,3,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:13,1,2,13,4,0.415,0.558,0.25
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:2:14,1,2,14,3,0.415,0.566,0.333
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:3:0,1,3,0,4,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:3:1,1,3,1,4,0.008,0.008,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:0,1,4,0,4,0.0,0.799,0.75
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:1,1,4,1,4,0.0,0.799,0.75
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:2,1,4,2,4,0.0,0.799,0.75
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:4:3,1,4,3,3,0.0,0.196,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::0:5:0,0,5,0,4,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:6:0,1,6,0,4,0.0,0.0,1.0
019e1376-9762-42d6-8520-b664b8c752df,019e1376-9762-42d6-8520-b664b8c752df::ceiling-raw::1:6:1,1,6,1,4,0.009,0.009,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:0:0,0,0,0,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:1:0,0,1,0,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:2:0,0,2,0,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:3:0,0,3,0,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:4:0,0,4,0,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:5:0,0,5,0,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:6:0,0,6,0,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:6:1,0,6,1,4,0.0,0.0,1.0
0430ebc2-236b-4b5d-991f-3e97ad246b78,0430ebc2-236b-4b5d-991f-3e97ad246b78::ceiling-raw::0:7:0,0,7,0,4,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:0:0,0,0,0,8,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:1:0,0,1,0,4,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:2:0,0,2,0,6,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:3:0,0,3,0,4,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:4:0,0,4,0,6,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:5:0,0,5,0,6,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:6:0,0,6,0,4,0.0,0.0,1.0
05cecad4-119e-4dd2-beaf-d4af36973644,05cecad4-119e-4dd2-beaf-d4af36973644::ceiling-raw::0:6:1,0,6,1,4,0.017,0.018,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:0:0,0,0,0,8,0.0,0.0,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:1:0,0,1,0,4,0.0,0.0,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:0,0,2,0,5,1.783,2.111,0.2
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:1,0,2,1,5,1.78,2.114,0.4
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:2,0,2,2,4,0.004,0.872,0.75
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:2:3,0,2,3,3,0.12,1.768,0.667
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:3:0,0,3,0,6,0.0,0.0,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:3:1,0,3,1,4,0.097,0.126,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:6:0,0,6,0,6,1.5,2.651,0.333
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:6:1,0,6,1,4,0.0,0.0,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:7:0,0,7,0,6,0.0,0.0,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:0,0,8,0,6,0.0,0.0,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:1,0,8,1,4,0.0,0.208,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:2,0,8,2,4,0.062,0.227,1.0
0a5032e9-85a0-4970-9143-c430bbdaa0f5,0a5032e9-85a0-4970-9143-c430bbdaa0f5::ceiling-raw::0:8:3,0,8,3,4,0.0,0.105,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:0,1,0,0,4,0.787,1.614,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:1,1,0,1,3,1.699,2.888,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:2,1,0,2,3,0.0,0.094,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:3,1,0,3,3,1.605,2.444,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:4,1,0,4,3,2.033,2.068,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:5,1,0,5,4,0.0,0.089,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:6,1,0,6,3,0.445,1.053,0.333
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:7,1,0,7,3,0.105,1.54,0.667
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:8,1,0,8,5,0.437,2.224,0.4
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:9,1,0,9,3,2.033,2.922,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:10,1,0,10,4,0.222,1.511,0.5
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:11,1,0,11,3,0.105,1.841,0.667
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:12,1,0,12,3,1.699,2.0,0.333
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:13,1,0,13,4,0.683,1.533,0.5
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:14,1,0,14,3,0.445,0.917,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:15,1,0,15,3,2.959,2.968,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:16,1,0,16,3,2.537,2.804,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:17,1,0,17,3,1.699,1.882,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:18,1,0,18,3,2.18,2.936,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:19,1,0,19,3,0.969,1.114,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:20,1,0,20,3,0.0,0.4,0.667
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:21,1,0,21,3,0.999,1.545,0.333
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:22,1,0,22,3,1.13,1.825,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:23,1,0,23,3,1.605,2.833,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:24,1,0,24,3,1.902,2.152,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:25,1,0,25,3,1.699,1.882,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:26,1,0,26,4,0.62,1.001,0.5
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:27,1,0,27,4,2.172,2.377,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:28,1,0,28,4,1.454,2.125,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:29,1,0,29,4,2.58,3.106,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:30,1,0,30,3,1.47,1.977,0.333
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:31,1,0,31,3,2.834,2.947,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::1:0:32,1,0,32,3,2.072,2.142,0.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:1:0,0,1,0,7,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:1:1,0,1,1,7,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:2:0,0,2,0,4,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:3:0,0,3,0,3,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:3:1,0,3,1,3,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:3:2,0,3,2,3,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:3:3,0,3,3,3,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:4:0,0,4,0,3,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:4:1,0,4,1,4,0.024,0.024,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:4:2,0,4,2,4,0.0,0.0,1.0
0b75d30e-c50c-4fc6-88ff-fce983078aa4,0b75d30e-c50c-4fc6-88ff-fce983078aa4::ceiling-raw::0:5:0,0,5,0,4,0.0,0.0,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:0:0,0,0,0,6,0.0,0.0,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:1:0,0,1,0,4,0.0,0.0,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:2:0,0,2,0,4,0.0,0.0,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:3:0,0,3,0,4,0.0,0.688,0.75
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:3:1,0,3,1,3,0.0,0.0,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:3:2,0,3,2,4,0.0,0.688,0.75
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:3:3,0,3,3,4,0.0,0.688,0.75
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:3:4,0,3,4,3,0.0,0.729,0.667
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:3:5,0,3,5,3,0.0,0.0,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:3:6,0,3,6,3,0.0,0.252,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:4:0,0,4,0,4,0.0,0.0,1.0
0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d,0ce3ac3a-93ce-4ac0-9704-3cf7d31a636d::ceiling-raw::0:5:0,0,5,0,4,0.0,0.0,1.0
