uuid,element_id,story,room_index,plane_index,n_corners,p50_dist_to_wall_top_m,p95_dist_to_wall_top_m,trusted_corner_fraction
146ecf8b-ffa1-4239-ba58-040b61861fd9,146ecf8b-ffa1-4239-ba58-040b61861fd9::ceiling-raw::1:5:2,1,5,2,3,0.0,2.16,0.667
146ecf8b-ffa1-4239-ba58-040b61861fd9,146ecf8b-ffa1-4239-ba58-040b61861fd9::ceiling-raw::1:6:0,1,6,0,4,0.0,0.0,1.0
146ecf8b-ffa1-4239-ba58-040b61861fd9,146ecf8b-ffa1-4239-ba58-040b61861fd9::ceiling-raw::1:6:1,1,6,1,3,0.0,0.0,1.0
146ecf8b-ffa1-4239-ba58-040b61861fd9,146ecf8b-ffa1-4239-ba58-040b61861fd9::ceiling-raw::1:6:2,1,6,2,3,0.0,0.0,1.0
146ecf8b-ffa1-4239-ba58-040b61861fd9,146ecf8b-ffa1-4239-ba58-040b61861fd9::ceiling-raw::1:6:3,1,6,3,4,0.005,0.005,1.0
146ecf8b-ffa1-4239-ba58-040b61861fd9,146ecf8b-ffa1-4239-ba58-040b61861fd9::ceiling-raw::1:6:4,1,6,4,3,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:0,1,0,0,11,0.0,1.018,0.727
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:1,1,0,1,3,0.881,1.127,0.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:2,1,0,2,3,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:3,1,0,3,4,0.0,0.717,0.75
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:4,1,0,4,4,0.0,0.181,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:5,1,0,5,3,0.397,0.833,0.333
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:6,1,0,6,3,0.397,1.078,0.333
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:7,1,0,7,3,0.0,0.192,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:8,1,0,8,3,0.0,1.039,0.667
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:0:9,1,0,9,3,0.844,1.123,0.333
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:1:0,1,1,0,4,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:1:1,1,1,1,4,0.005,0.005,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:2:0,1,2,0,4,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:2:1,1,2,1,4,0.001,0.001,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:2:2,1,2,2,4,0.001,0.001,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:3:0,1,3,0,6,0.0,0.364,0.833
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:3:1,1,3,1,4,0.786,0.879,0.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:3:2,1,3,2,4,0.674,0.879,0.25
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:3:3,1,3,3,5,0.014,0.069,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:3:4,1,3,4,3,0.433,0.801,0.333
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:3:5,1,3,5,4,0.72,0.876,0.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:3:6,1,3,6,3,0.597,0.817,0.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:4:0,1,4,0,4,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:4:1,1,4,1,4,0.002,0.003,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:4:2,1,4,2,6,0.004,0.007,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:4:3,1,4,3,4,0.525,1.05,0.5
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:5:0,1,5,0,4,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::1:5:1,1,5,1,4,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:6:0,0,6,0,4,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:7:0,0,7,0,6,0.069,0.301,0.833
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:7:1,0,7,1,3,0.0,0.045,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:7:2,0,7,2,4,0.066,0.133,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:7:3,0,7,3,3,0.133,0.359,0.667
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:7:4,0,7,4,3,0.0,0.119,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:8:0,0,8,0,3,0.0,0.148,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:8:1,0,8,1,3,0.0,0.148,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:8:2,0,8,2,5,0.012,0.135,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:0,0,9,0,3,0.0,0.311,0.667
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:1,0,9,1,3,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:2,0,9,2,3,0.0,0.311,0.667
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:3,0,9,3,3,0.0,0.311,0.667
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:4,0,9,4,3,0.0,0.311,0.667
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:5,0,9,5,7,0.003,0.007,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:6,0,9,6,3,0.0,0.0,1.0
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:9:7,0,9,7,3,0.0,0.311,0.667
16784bad-2cd9-4f4c-bb26-60355981cfe2,16784bad-2cd9-4f4c-bb26-60355981cfe2::ceiling-raw::0:10:0,0,10,0,6,0.011,0.018,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:0:0,0,0,0,4,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:1:0,0,1,0,4,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:2:0,0,2,0,4,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:3:0,0,3,0,4,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:4:0,0,4,0,6,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:5:0,0,5,0,4,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:6:0,0,6,0,6,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:7:0,0,7,0,4,0.427,1.524,0.5
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:8:0,0,8,0,4,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:9:0,0,9,0,4,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:10:0,0,10,0,3,0.0,0.0,1.0
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:10:1,0,10,1,9,0.081,0.49,0.778
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:10:2,0,10,2,3,0.445,0.535,0.333
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:10:3,0,10,3,3,0.0,0.49,0.667
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:10:4,0,10,4,3,0.203,0.511,0.667
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:10:5,0,10,5,3,0.203,0.511,0.667
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:11:0,0,11,0,4,0.0,1.396,0.75
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:11:1,0,11,1,4,0.0,1.396,0.75
1825a812-09d0-4407-9265-182a07053cfc,1825a812-09d0-4407-9265-182a07053cfc::ceiling-raw::0:11:2,0,11,2,3,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:0,1,0,0,6,1.038,1.387,0.167
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:1,1,0,1,4,0.626,1.317,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:2,1,0,2,4,0.0,0.705,0.75
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:3,1,0,3,3,1.33,1.643,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:4,1,0,4,6,1.175,1.739,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:5,1,0,5,3,0.0,0.557,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:6,1,0,6,3,0.829,1.279,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:7,1,0,7,3,0.619,1.188,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:8,1,0,8,3,0.0,0.569,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:9,1,0,9,3,1.33,1.643,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:10,1,0,10,3,1.329,1.33,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:11,1,0,11,3,1.251,1.321,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:12,1,0,12,3,0.853,1.282,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:13,1,0,13,3,1.329,1.33,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:14,1,0,14,3,0.619,1.188,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:15,1,0,15,3,0.632,1.189,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:16,1,0,16,4,0.782,0.904,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:0:17,1,0,17,4,0.925,0.984,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:0,1,1,0,3,0.857,0.98,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:1,1,1,1,4,1.173,1.234,0.25
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:2,1,1,2,3,0.186,1.129,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:3,1,1,3,3,0.857,0.98,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:4,1,1,4,3,0.993,1.21,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:5,1,1,5,3,0.491,0.82,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:6,1,1,6,3,0.0,1.65,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:7,1,1,7,3,1.234,1.773,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:8,1,1,8,5,0.564,1.188,0.4
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:9,1,1,9,4,0.617,1.234,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:10,1,1,10,5,0.027,1.036,0.6
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:11,1,1,11,4,0.394,0.962,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:12,1,1,12,4,0.394,0.788,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:13,1,1,13,3,1.234,1.773,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:14,1,1,14,4,0.246,0.802,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:15,1,1,15,4,0.416,0.849,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:16,1,1,16,3,0.491,0.812,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:17,1,1,17,3,0.0,0.52,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:18,1,1,18,3,0.157,0.672,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:1:19,1,1,19,3,0.491,0.812,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:2:0,1,2,0,3,0.0,0.366,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:2:1,1,2,1,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:2:2,1,2,2,4,0.001,0.346,0.75
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:2:3,1,2,3,3,0.0,0.366,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::1:3:0,1,3,0,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:4:0,0,4,0,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:5:0,0,5,0,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:5:1,0,5,1,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:6:0,0,6,0,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:0,0,7,0,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:1,0,7,1,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:2,0,7,2,3,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:3,0,7,3,3,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:4,0,7,4,3,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:5,0,7,5,3,0.64,0.812,0.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:6,0,7,6,4,0.32,0.734,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:7,0,7,7,3,0.0,0.676,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:8,0,7,8,4,0.256,0.702,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:9,0,7,9,4,0.256,0.621,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:10,0,7,10,3,0.0,0.576,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:11,0,7,11,3,0.0,0.46,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:12,0,7,12,3,0.0,0.663,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:13,0,7,13,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:14,0,7,14,3,0.0,0.748,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:15,0,7,15,3,0.511,0.799,0.333
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:16,0,7,16,4,0.397,0.81,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:17,0,7,17,3,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:18,0,7,18,4,0.256,0.702,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:19,0,7,19,3,0.0,0.663,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:20,0,7,20,3,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:7:21,0,7,21,3,0.0,0.46,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:8:0,0,8,0,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:0,0,9,0,4,0.468,1.467,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:1,0,9,1,3,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:2,0,9,2,5,0.093,0.634,0.6
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:3,0,9,3,8,0.624,1.423,0.375
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:4,0,9,4,3,0.0,0.847,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:5,0,9,5,4,0.188,0.568,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:6,0,9,6,5,0.327,1.073,0.4
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:7,0,9,7,4,0.48,0.939,0.5
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:8,0,9,8,4,0.0,0.295,0.75
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:9,0,9,9,4,0.0,0.077,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:9:10,0,9,10,3,0.0,0.313,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:10:0,0,10,0,4,0.0,0.0,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:11:0,0,11,0,5,0.0,1.087,0.8
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:11:1,0,11,1,3,0.0,1.22,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:11:2,0,11,2,3,0.01,1.221,0.667
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:11:3,0,11,3,3,0.0,0.009,1.0
1900be91-8684-4316-98e2-c4fef6e6296f,1900be91-8684-4316-98e2-c4fef6e6296f::ceiling-raw::0:11:4,0,11,4,3,0.0,0.0,1.0
191e11c0-fd47-489c-9e3d-c8072713a761,191e11c0-fd47-489c-9e3d-c8072713a761::ceiling-raw::0:1:0,0,1,0,4,0.0,0.0,1.0
191e11c0-fd47-489c-9e3d-c8072713a761,191e11c0-fd47-489c-9e3d-c8072713a761::ceiling-raw::0:2:0,0,2,0,6,0.0,0.0,1.0
191e11c0-fd47-489c-9e3d-c8072713a761,191e11c0-fd47-489c-9e3d-c8072713a761::ceiling-raw::0:3:0,0,3,0,5,0.0,0.0,1.0
191e11c0-fd47-489c-9e3d-c8072713a761,191e11c0-fd47-489c-9e3d-c8072713a761::ceiling-raw::0:3:1,0,3,1,4,0.0,0.0,1.0
191e11c0-fd47-489c-9e3d-c8072713a761,191e11c0-fd47-489c-9e3d-c8072713a761::ceiling-raw::0:4:0,0,4,0,4,0.0,0.0,1.0
191e11c0-fd47-489c-9e3d-c8072713a761,191e11c0-fd47-489c-9e3d-c8072713a761::ceiling-raw::0:5:0,0,5,0,6,0.0,0.0,1.0
