uuid,story,room_index,has_dormer,exposed,n_planes_scored,n_disagree,disagreement_rate,ceiling_type,raw_ceiling_source,n_walls_computed,n_doors,n_windows,n_openings,n_storages,n_floor_corners,floor_area_m2,raw_area_xz_m2,raw_area_vs_floor,n_raw_planes_room,n_raw_oblique,n_raw_near_vertical,incl_p50_deg,incl_range_deg,incl_std_deg,azimuth_range_deg
3c74f488-a562-4bc4-9d7a-3f707fe85133,1,3,False,True,1,0,0.0,none,noMesh,4,0,1,1,2,4,3.51,3.51,1.0,1,0,0,0.0,0.0,0.0,0.0
3c74f488-a562-4bc4-9d7a-3f707fe85133,1,4,False,True,2,0,0.0,none,noMesh,8,1,1,0,5,12,7.06,6.34,0.898,2,0,0,0.0,0.0,0.0,0.0
3c74f488-a562-4bc4-9d7a-3f707fe85133,1,5,False,True,1,0,0.0,none,noMesh,6,1,3,2,5,6,33.33,33.33,1.0,1,0,0,0.0,0.0,0.0,0.0
3c74f488-a562-4bc4-9d7a-3f707fe85133,1,6,False,True,8,3,0.375,sloped,noMesh,11,3,2,0,7,10,30.36,30.2,0.995,13,8,5,9.16,90.0,42.23,252.47
3c74f488-a562-4bc4-9d7a-3f707fe85133,2,7,False,True,2,0,0.0,sloped,noMesh,6,1,1,0,1,6,13.84,13.49,0.975,2,1,0,23.8,47.6,23.8,0.0
3c74f488-a562-4bc4-9d7a-3f707fe85133,2,8,False,True,1,0,0.0,none,noMesh,12,6,0,0,0,10,6.77,5.69,0.841,1,0,0,0.0,0.0,0.0,0.0
3c74f488-a562-4bc4-9d7a-3f707fe85133,2,9,False,True,3,0,0.0,none,noMesh,5,1,1,0,1,5,6.49,6.49,1.0,5,4,2,50.91,90.0,33.32,212.92
3c74f488-a562-4bc4-9d7a-3f707fe85133,2,10,False,True,2,0,0.0,none,noMesh,4,0,1,1,0,4,2.75,2.75,1.0,2,1,0,24.33,48.66,24.33,0.0
3c74f488-a562-4bc4-9d7a-3f707fe85133,2,11,False,True,1,0,0.0,none,noMesh,9,1,1,0,4,21,7.24,5.86,0.81,1,0,0,0.0,0.0,0.0,0.0
3c74f488-a562-4bc4-9d7a-3f707fe85133,2,12,False,True,4,0,0.0,none,noMesh,8,3,2,0,4,8,29.82,29.8,1.0,5,3,1,47.68,90.0,34.01,0.97
3e378d10-6d7f-451c-b5e8-705731e6f37e,0,3,False,True,1,0,0.0,none,noMesh,5,1,1,0,4,5,4.69,4.69,1.0,1,0,0,0.0,0.0,0.0,0.0
3e378d10-6d7f-451c-b5e8-705731e6f37e,1,5,False,True,11,6,0.545,sloped,noMesh,8,2,1,0,1,7,39.57,39.54,0.999,15,13,4,42.15,90.0,30.44,270.05
3e378d10-6d7f-451c-b5e8-705731e6f37e,1,6,False,True,1,0,0.0,none,noMesh,4,1,0,1,1,4,11.4,11.4,1.0,1,1,0,38.82,0.0,0.0,0.0
3e378d10-6d7f-451c-b5e8-705731e6f37e,1,7,True,True,11,4,0.364,sloped,noMesh,5,2,1,0,1,14,15.81,15.05,0.952,13,12,2,40.35,90.0,24.71,234.82
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,0,False,True,1,0,0.0,sloped,noMesh,4,0,2,1,5,4,9.56,9.56,1.0,1,1,0,14.05,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,1,False,True,1,0,0.0,none,noMesh,4,2,0,0,1,8,7.43,7.34,0.988,1,0,0,0.0,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,2,False,True,1,0,0.0,none,noMesh,6,4,3,1,8,19,43.41,42.15,0.971,1,0,0,0.0,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,3,False,True,1,0,0.0,none,noMesh,7,3,2,0,2,6,14.82,14.81,0.999,1,0,0,0.0,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,4,False,True,1,0,0.0,none,noMesh,1,1,1,0,1,7,5.41,5.3,0.979,1,0,0,0.0,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,5,False,True,1,0,0.0,none,noMesh,5,3,0,0,0,4,1.4,1.44,1.031,1,0,0,0.0,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,6,False,True,1,0,0.0,none,noMesh,4,1,1,0,1,16,4.0,3.18,0.797,1,0,0,0.0,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,7,False,True,1,0,0.0,none,noMesh,4,1,1,0,1,4,8.57,8.57,1.0,1,0,0,0.0,0.0,0.0,0.0
3ee81b85-a21f-4f55-a100-5995f36f84f9,0,8,False,True,1,0,0.0,none,noMesh,4,1,1,0,1,4,9.62,9.62,1.0,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,0,False,True,1,0,0.0,none,noMesh,6,3,0,0,0,11,5.19,4.69,0.905,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,1,False,True,1,0,0.0,none,noMesh,6,2,3,1,4,6,36.17,36.17,1.0,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,2,False,True,1,0,0.0,none,noMesh,4,5,0,1,2,25,11.11,9.12,0.821,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,3,False,True,1,0,0.0,none,noMesh,4,1,1,0,4,4,10.06,10.06,1.0,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,4,False,True,1,0,0.0,none,noMesh,4,1,1,0,4,4,7.78,7.78,1.0,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,5,False,True,1,0,0.0,none,noMesh,2,1,1,0,3,6,7.85,7.93,1.009,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,6,False,True,1,0,0.0,none,noMesh,5,3,1,0,9,4,8.94,8.94,1.0,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,7,False,True,1,0,0.0,none,noMesh,4,1,0,0,4,8,6.51,6.63,1.019,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,8,False,True,1,0,0.0,none,noMesh,4,1,0,0,0,4,1.5,1.5,1.0,1,0,0,0.0,0.0,0.0,0.0
43674d8e-302d-4915-878f-f50d2d9f8d1b,0,9,False,True,1,0,0.0,none,noMesh,6,1,1,0,3,5,6.6,6.6,1.0,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,0,False,True,1,0,0.0,none,noMesh,6,3,3,0,2,11,38.89,38.48,0.99,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,1,False,True,1,0,0.0,none,noMesh,8,2,1,1,7,7,11.34,11.34,1.0,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,2,False,True,1,0,0.0,none,noMesh,6,5,0,0,3,6,5.85,5.85,1.0,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,3,False,True,1,0,0.0,none,noMesh,4,0,1,1,1,4,1.8,1.8,1.0,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,4,False,True,1,0,0.0,none,noMesh,1,4,0,1,0,8,5.71,5.74,1.004,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,5,False,True,1,0,0.0,none,noMesh,7,2,1,0,2,32,7.12,5.17,0.726,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,6,False,True,1,0,0.0,none,noMesh,6,1,1,0,3,6,9.76,9.76,1.0,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,7,False,True,1,0,0.0,none,noMesh,6,1,1,0,3,8,10.12,10.05,0.993,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,8,False,True,1,0,0.0,none,noMesh,4,2,1,0,1,4,10.21,10.21,1.0,1,0,0,0.0,0.0,0.0,0.0
45b933f5-4f12-488c-b77a-065cf3c2d719,0,9,False,True,1,0,0.0,none,noMesh,2,2,1,0,4,4,7.08,7.28,1.029,1,0,0,0.0,0.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,0,False,True,1,0,0.0,none,noMesh,5,2,1,0,2,7,7.81,7.8,0.998,1,0,0,0.0,0.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,0,2,False,True,1,0,0.0,none,noMesh,3,1,1,0,3,7,8.81,8.82,1.002,1,0,0,0.0,0.0,0.0,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,8,False,True,2,1,0.5,none,noMesh,6,1,1,0,0,5,12.54,12.54,1.0,2,1,0,22.12,44.25,22.12,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,9,False,True,2,1,0.5,none,noMesh,6,1,1,0,0,5,12.33,12.32,0.999,2,1,0,22.73,45.47,22.73,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,10,False,True,8,3,0.375,none,userScannedMesh,18,6,0,2,0,29,23.8,21.52,0.904,10,9,2,48.46,90.0,26.65,177.86
466d0aa8-7021-4825-8f7b-b954c824c13a,1,11,False,True,2,1,0.5,none,noMesh,4,1,0,0,1,4,6.01,6.01,1.0,2,1,0,22.05,44.1,22.05,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,12,False,True,2,1,0.5,none,noMesh,4,1,0,0,2,4,4.4,4.4,1.0,2,1,0,22.18,44.37,22.18,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,13,False,True,2,1,0.5,none,noMesh,6,1,1,0,0,5,12.86,12.85,0.999,2,1,0,22.52,45.04,22.52,0.0
466d0aa8-7021-4825-8f7b-b954c824c13a,1,14,False,True,2,1,0.5,none,noMesh,6,1,1,0,0,5,12.86,12.85,0.999,2,1,0,22.65,45.3,22.65,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,0,False,True,6,3,0.5,sloped,noMesh,6,2,2,0,6,7,34.99,34.99,1.0,7,4,1,14.3,90.0,29.39,128.37
46ea557e-3151-43d2-b72b-f212290516cc,0,1,False,True,1,0,0.0,none,noMesh,4,1,1,0,1,4,4.84,4.84,1.0,1,0,0,0.0,0.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,2,False,True,1,0,0.0,none,noMesh,4,1,1,0,2,8,9.52,8.62,0.905,1,0,0,0.0,0.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,3,False,True,1,0,0.0,none,noMesh,5,4,0,1,0,16,6.5,4.34,0.668,1,0,0,0.0,0.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,4,False,True,1,0,0.0,none,noMesh,5,1,1,0,1,4,8.51,8.51,1.0,1,0,0,0.0,0.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,5,False,True,1,0,0.0,none,noMesh,10,2,0,0,2,10,6.73,6.73,1.0,1,0,0,0.0,0.0,0.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,6,False,True,1,0,0.0,none,noMesh,3,3,1,0,0,7,16.66,26.16,1.57,2,1,1,45.0,90.0,45.0,0.0
46ea557e-3151-43d2-b72b-f212290516cc,0,7,False,True,1,0,0.0,none,noMesh,3,0,1,0,3,6,15.29,15.44,1.009,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,0,False,True,1,0,0.0,none,noMesh,8,4,0,1,0,5,5.52,5.53,1.001,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,1,False,True,1,0,0.0,none,noMesh,8,1,2,0,2,7,11.78,11.78,1.0,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,2,False,True,1,0,0.0,none,noMesh,6,2,2,0,1,6,11.78,11.78,1.0,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,3,False,True,1,0,0.0,none,noMesh,9,1,1,0,3,12,13.6,12.37,0.91,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,4,False,True,1,0,0.0,none,noMesh,7,1,1,0,2,23,7.27,6.36,0.874,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,5,False,True,1,0,0.0,none,noMesh,5,2,0,0,5,5,7.04,7.04,1.0,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,6,False,True,3,2,0.667,none,userScannedMesh,4,2,2,0,2,8,27.43,29.44,1.073,6,5,3,56.19,89.15,40.58,167.44
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,7,False,True,3,2,0.667,none,noMesh,13,4,2,2,9,33,35.57,34.02,0.956,7,6,4,90.0,89.34,39.42,225.67
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,8,False,True,1,0,0.0,none,noMesh,7,2,0,0,0,6,3.8,3.8,1.0,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,9,False,True,1,0,0.0,none,noMesh,6,1,1,0,1,7,9.13,9.13,1.0,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,10,False,True,1,0,0.0,none,noMesh,4,3,1,0,1,4,12.81,12.81,1.0,1,0,0,0.0,0.0,0.0,0.0
494a97c4-ab7e-4021-9345-c46fecfd1d67,0,11,False,True,1,0,0.0,none,noMesh,6,2,2,0,2,5,6.05,6.05,1.0,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,0,False,True,1,0,0.0,none,noMesh,4,1,2,0,3,4,24.87,24.87,1.0,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,1,False,True,1,0,0.0,none,noMesh,7,1,1,0,6,8,15.1,15.1,1.0,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,2,False,True,1,0,0.0,none,noMesh,4,1,1,0,2,23,4.46,2.62,0.588,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,3,False,True,1,0,0.0,none,noMesh,8,5,1,0,11,7,25.86,25.86,1.0,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,2,5,False,True,1,0,0.0,none,noMesh,4,2,4,0,0,4,18.22,18.22,1.0,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,6,False,True,1,0,0.0,none,noMesh,4,1,2,0,4,4,12.74,12.74,1.0,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,7,False,True,1,0,0.0,none,noMesh,4,1,1,0,0,12,12.53,8.16,0.651,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,8,False,True,1,0,0.0,none,noMesh,9,2,2,0,4,12,14.73,13.83,0.939,1,0,0,0.0,0.0,0.0,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,9,False,True,3,1,0.333,none,noMesh,8,1,0,1,1,7,4.01,4.01,1.0,3,1,0,0.0,13.9,6.55,0.0
4fe068d2-f39e-47ed-8c15-35b6396862bf,0,10,False,True,1,0,0.0,none,noMesh,5,3,0,2,0,4,7.75,7.75,1.0,1,0,0,0.0,0.0,0.0,0.0
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,0,0,False,True,1,0,0.0,none,noMesh,9,1,4,1,2,16,26.29,25.38,0.966,1,0,0,0.0,0.0,0.0,0.0
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,0,2,False,True,1,0,0.0,none,noMesh,5,3,1,0,0,4,6.84,6.84,1.0,1,0,0,0.0,0.0,0.0,0.0
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,1,4,False,True,3,1,0.333,sloped,noMesh,8,1,1,0,6,12,27.18,26.74,0.984,3,2,0,42.75,42.97,20.2,179.68
513a4b03-cfb1-4221-99ff-d9b7d1e1d3f6,1,5,False,True,4,1,0.25,sloped,noMesh,5,0,1,0,2,8,15.17,15.39,1.014,4,3,0,42.57,44.48,18.73,179.39
52f91e67-3891-4729-8bf3-be2c0a6a0d04,1,1,False,True,1,0,0.0,none,noMesh,11,3,0,1,1,13,9.91,8.55,0.863,1,0,0,0.0,0.0,0.0,0.0
52f91e67-3891-4729-8bf3-be2c0a6a0d04,1,2,False,True,1,0,0.0,none,noMesh,6,1,1,0,0,5,4.25,4.26,1.004,1,0,0,0.0,0.0,0.0,0.0
52f91e67-3891-4729-8bf3-be2c0a6a0d04,1,3,False,True,1,0,0.0,none,noMesh,4,2,2,0,4,4,27.75,27.75,1.0,1,0,0,0.0,0.0,0.0,0.0
52f91e67-3891-4729-8bf3-be2c0a6a0d04,2,4,False,True,15,2,0.133,sloped,noMesh,22,6,3,0,5,12,45.39,45.45,1.001,15,13,0,47.05,54.21,17.65,193.65
52f91e67-3891-4729-8bf3-be2c0a6a0d04,0,6,False,True,6,0,0.0,none,noMesh,30,6,4,1,10,17,44.93,44.93,1.0,6,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,0,False,True,1,0,0.0,none,noMesh,7,3,0,3,0,27,8.22,6.28,0.763,1,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,1,False,True,1,0,0.0,none,noMesh,4,1,1,0,1,4,6.99,6.99,1.0,1,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,2,False,True,1,0,0.0,none,noMesh,6,1,1,0,4,6,5.55,5.55,1.0,1,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,3,False,True,1,0,0.0,none,noMesh,7,1,1,1,7,6,10.38,10.38,1.0,1,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,4,False,True,1,0,0.0,none,noMesh,4,1,1,0,3,4,4.81,4.81,1.0,1,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,5,False,True,1,0,0.0,none,noMesh,6,4,3,0,5,6,33.91,33.91,1.0,1,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,6,False,True,1,0,0.0,none,noMesh,4,2,1,0,4,9,15.38,14.3,0.929,1,0,0,0.0,0.0,0.0,0.0
53ba9e35-1aeb-43e2-87d2-27be83b949f5,0,7,False,True,1,0,0.0,none,noMesh,4,1,1,0,2,4,10.56,10.56,1.0,1,0,0,0.0,0.0,0.0,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,0,False,True,3,0,0.0,sloped,noMesh,11,4,3,0,12,10,55.38,55.45,1.001,3,2,0,17.09,17.12,8.06,179.66
53c380e7-407e-48f7-8c72-b449e2334798,0,1,False,True,2,0,0.0,sloped,noMesh,4,0,1,1,2,9,7.24,6.97,0.962,2,1,0,9.97,19.93,9.97,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,2,False,True,2,0,0.0,sloped,noMesh,2,2,2,0,5,6,16.96,17.32,1.021,2,1,0,8.63,17.27,8.63,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,3,False,True,2,0,0.0,sloped,noMesh,4,1,0,0,0,4,1.72,1.72,1.0,2,1,0,10.07,20.13,10.07,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,4,False,True,2,0,0.0,sloped,noMesh,4,1,1,0,3,27,8.52,6.98,0.819,2,1,0,9.06,18.13,9.06,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,5,False,True,2,0,0.0,sloped,noMesh,6,3,0,0,3,8,7.84,7.41,0.945,2,1,0,9.4,18.81,9.4,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,6,False,True,2,0,0.0,sloped,noMesh,8,5,0,1,0,12,11.81,11.86,1.004,2,1,0,8.47,16.94,8.47,0.0
53c380e7-407e-48f7-8c72-b449e2334798,0,7,False,True,2,0,0.0,sloped,noMesh,8,1,1,0,3,6,3.83,3.83,1.0,2,1,0,9.26,18.51,9.26,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,0,False,True,1,0,0.0,none,noMesh,6,1,1,0,4,6,6.92,6.92,1.0,1,0,0,0.0,0.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,1,False,True,1,0,0.0,none,noMesh,8,5,0,1,2,8,5.94,5.94,1.0,1,0,0,0.0,0.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,2,False,True,1,0,0.0,none,noMesh,4,0,1,1,2,4,5.31,5.31,1.0,1,0,0,0.0,0.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,3,False,True,1,0,0.0,none,noMesh,5,1,0,0,2,4,2.98,2.98,1.0,1,0,0,0.0,0.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,4,False,True,1,0,0.0,none,noMesh,8,2,1,0,6,8,9.1,9.1,1.0,1,0,0,0.0,0.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,5,False,True,2,1,0.5,sloped,noMesh,4,1,0,1,3,7,4.53,4.3,0.948,2,1,0,12.62,25.24,12.62,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,6,False,True,1,0,0.0,none,noMesh,6,1,1,1,7,31,27.72,24.77,0.893,1,0,0,0.0,0.0,0.0,0.0
56108837-05d5-4fe4-bfd5-aec6b649d825,0,7,False,True,1,0,0.0,sloped,noMesh,4,1,3,1,1,4,9.05,9.05,1.0,1,1,0,26.0,0.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,0,False,True,1,0,0.0,none,noMesh,4,1,0,1,3,4,5.78,5.78,1.0,1,0,0,0.0,0.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,1,False,True,1,0,0.0,none,noMesh,4,0,1,1,2,11,9.95,8.69,0.873,1,0,0,0.0,0.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,2,False,True,1,0,0.0,none,noMesh,8,2,3,2,11,11,33.05,32.94,0.997,1,0,0,0.0,0.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,3,False,True,1,0,0.0,none,noMesh,3,1,1,2,1,6,4.79,6.6,1.376,1,0,0,0.0,0.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,4,False,True,1,0,0.0,none,noMesh,6,1,1,0,3,5,5.46,5.46,1.0,1,0,0,0.0,0.0,0.0,0.0
573ee2ba-67b9-4bb0-b4ba-47015d09377c,0,5,False,True,1,0,0.0,none,noMesh,4,1,1,0,2,17,13.84,13.05,0.943,1,0,0,0.0,0.0,0.0,0.0
5831141f-829c-4adb-9bae-289c2140c72d,1,5,False,True,2,1,0.5,sloped,noMesh,6,0,1,1,7,10,7.47,6.94,0.93,4,3,2,50.12,90.0,42.59,90.57
5831141f-829c-4adb-9bae-289c2140c72d,1,6,False,True,4,3,0.75,sloped,noMesh,6,4,2,1,1,22,8.79,7.01,0.798,5,4,1,28.95,90.0,29.76,179.35
5831141f-829c-4adb-9bae-289c2140c72d,2,8,False,True,5,1,0.2,none,noMesh,8,1,1,0,3,15,13.93,13.22,0.949,10,9,5,74.3,90.0,27.49,180.01
5831141f-829c-4adb-9bae-289c2140c72d,2,10,True,True,12,2,0.167,sloped,noMesh,7,3,2,0,2,11,15.44,25.97,1.681,14,11,4,60.04,90.0,31.52,180.64
59b505e7-b384-451b-90b1-80f2654dd10d,1,1,False,True,2,0,0.0,none,noMesh,6,2,0,2,0,23,6.73,59.61,8.863,3,1,1,0.0,90.0,42.43,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,1,3,False,True,1,0,0.0,none,noMesh,5,1,1,0,2,5,2.81,2.81,1.0,1,0,0,0.0,0.0,0.0,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,2,6,False,True,2,1,0.5,sloped,noMesh,8,1,1,0,2,6,11.12,11.12,1.0,2,1,0,23.34,46.68,23.34,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,2,7,False,True,9,6,0.667,sloped,noMesh,6,1,1,0,1,6,6.82,6.82,1.0,9,8,0,48.56,53.4,16.96,298.71
59b505e7-b384-451b-90b1-80f2654dd10d,2,8,False,True,2,1,0.5,sloped,noMesh,4,1,1,0,3,27,15.04,12.16,0.809,2,1,0,23.54,47.07,23.54,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,2,9,False,True,2,1,0.5,sloped,noMesh,6,1,1,0,3,6,11.98,11.99,1.001,2,1,0,23.51,47.02,23.51,0.0
59b505e7-b384-451b-90b1-80f2654dd10d,2,10,False,True,12,7,0.583,none,noMesh,6,1,1,0,1,10,7.02,6.46,0.92,13,11,1,46.39,90.0,22.85,210.46
59b505e7-b384-451b-90b1-80f2654dd10d,2,11,False,True,8,4,0.5,sloped,noMesh,17,7,0,1,0,13,14.35,14.32,0.998,10,8,2,57.76,90.0,29.76,236.66
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,0,False,True,1,0,0.0,none,noMesh,6,4,2,0,3,8,16.74,16.87,1.008,1,0,0,0.0,0.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,1,False,True,1,0,0.0,none,noMesh,4,2,2,0,2,4,12.14,12.14,1.0,1,0,0,0.0,0.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,2,False,True,1,0,0.0,none,noMesh,4,1,2,0,1,11,11.07,10.33,0.934,1,0,0,0.0,0.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,3,False,True,1,0,0.0,none,noMesh,6,2,2,0,0,6,15.02,15.02,1.0,1,0,0,0.0,0.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,4,False,True,1,0,0.0,flat,noMesh,4,1,2,0,1,4,11.22,11.22,1.0,2,1,1,45.0,90.0,45.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,5,False,True,1,0,0.0,none,noMesh,1,0,1,0,1,6,7.56,7.83,1.035,1,0,0,0.0,0.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,6,False,True,1,0,0.0,none,noMesh,4,3,2,1,2,4,9.65,9.65,1.0,1,0,0,0.0,0.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,7,False,True,1,0,0.0,none,noMesh,6,1,3,2,1,24,32.13,30.08,0.936,1,0,0,0.0,0.0,0.0,0.0
5a97cb51-78cd-40c7-9dd5-423bdea306a6,0,8,False,True,4,0,0.0,sloped,noMesh,6,1,4,4,7,29,37.52,35.01,0.933,4,2,0,7.43,30.66,12.38,178.83
5c557e06-393e-466e-a957-f7391b76b8ff,0,0,False,True,2,0,0.0,sloped,noMesh,6,1,1,1,2,6,25.27,25.27,1.0,2,1,0,4.47,8.95,4.47,0.0
